abstained_unmatched,classifier,column,correct,dataset,declared,false_links,fit_and_eval_seconds,lambda,missing_matches,n_fit_pairs,n_train_negative_pairs,n_train_pairs,n_train_positive_pairs,n_true_records,n_unmatched_records,n_validation_pairs,negative_to_positive_ratio,protocol_source,psi,seed,seed_role,side,sklearn_version,threshold,threshold_grid_extreme,threshold_grid_high,threshold_grid_low,validation_f1,warnings,xgboost_version
80,MLP,forced-1:1,1054,DBLP,1085,31,1.1680591106414795,0.02857142857142857,143,1902,1189,2378,1189,1219,89,476,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.1173092698933552,47,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.9178947368421052,[],3.3.0
79,MLP,forced-1:1,1079,DBLP,1121,42,0.9341607093811035,0.03746654772524532,108,1920,1200,2400,1200,1208,100,480,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.08940397350993377,48,diagnostic,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.909853249475891,[],3.3.0
79,MLP,forced-1:1,1109,DBLP,1145,36,1.319371223449707,0.0314410480349345,84,1905,1191,2382,1191,1217,91,477,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06902218570254724,49,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.9102296450939458,"[""ConvergenceWarning: Stochastic Optimizer: Maximum iterations (300) reached and the optimization hasn't converged yet.""]",3.3.0
96,MLP,forced-1:1,1070,DBLP,1094,24,1.3348355293273926,0.021937842778793418,118,1921,1201,2402,1201,1207,101,481,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.09776304888152444,50,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.9144050104384134,"[""ConvergenceWarning: Stochastic Optimizer: Maximum iterations (300) reached and the optimization hasn't converged yet.""]",3.3.0
102,MLP,forced-1:1,1066,DBLP,1096,30,1.1999659538269043,0.02737226277372263,110,1939,1212,2424,1212,1196,112,485,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.09197324414715718,51,diagnostic,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.9243353783231084,[],3.3.0
70,LR,k=5,1171,DBLP,1208,37,0.16306090354919434,0.030629139072847682,30,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.024793388429752067,42,primary,string,1.9.0,0.40000000000000013,False,False,False,0.8813559322033898,[],3.3.0
75,LR,k=5,1155,DBLP,1199,44,0.16527605056762695,0.03669724770642202,34,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.028428093645484948,43,primary,string,1.9.0,0.40000000000000013,False,False,False,0.8727272727272727,[],3.3.0
74,LR,k=5,1164,DBLP,1192,28,0.1667466163635254,0.02348993288590604,42,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0345679012345679,44,primary,string,1.9.0,0.5500000000000002,False,False,False,0.8976034858387799,[],3.3.0
67,LR,k=5,1168,DBLP,1207,39,0.16604208946228027,0.03231151615575808,34,3906,3686,4883,1197,1211,97,977,3.0793650793650795,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.028075970272502065,45,diagnostic,string,1.9.0,0.45000000000000007,False,False,False,0.902127659574468,[],3.3.0
83,LR,k=5,1134,DBLP,1174,40,0.16275882720947266,0.034071550255536626,51,3960,3733,4950,1217,1191,117,990,3.0673788003286773,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.042821158690176324,46,diagnostic,string,1.9.0,0.5000000000000001,False,False,False,0.879492600422833,[],3.3.0
71,LR,k=5,1146,DBLP,1174,28,0.16173219680786133,0.02385008517887564,63,3846,3619,4808,1189,1219,89,962,3.043734230445753,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.051681706316652996,47,diagnostic,string,1.9.0,0.5500000000000002,False,False,False,0.8869565217391304,[],3.3.0
71,LR,k=5,1134,DBLP,1174,40,0.16345787048339844,0.034071550255536626,63,3872,3640,4840,1200,1208,100,968,3.033333333333333,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.052152317880794705,48,diagnostic,string,1.9.0,0.5000000000000001,False,False,False,0.9043478260869565,[],3.3.0
80,LR,k=5,1150,DBLP,1171,21,0.16326475143432617,0.017933390264730998,57,3887,3668,4859,1191,1217,91,972,3.079764903442485,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04683648315529992,49,diagnostic,string,1.9.0,0.6000000000000002,False,False,False,0.8678414096916299,[],3.3.0
82,LR,k=5,1140,DBLP,1167,27,0.16170740127563477,0.02313624678663239,59,3903,3678,4879,1201,1207,101,976,3.0624479600333054,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04888152444076222,50,diagnostic,string,1.9.0,0.5000000000000001,False,False,False,0.8903225806451613,[],3.3.0
82,LR,k=5,1146,DBLP,1187,41,0.164808988571167,0.03454085930918281,39,3903,3667,4879,1212,1196,112,976,3.0255775577557755,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03260869565217391,51,diagnostic,string,1.9.0,0.40000000000000013,False,False,False,0.9065040650406504,[],3.3.0
76,SVM,k=5,1171,DBLP,1200,29,0.520035982131958,0.024166666666666666,32,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.026446280991735537,42,primary,string,1.9.0,0.6000000000000002,False,False,False,0.9022222222222223,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
71,SVM,k=5,1172,DBLP,1222,50,0.5204777717590332,0.04091653027823241,15,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01254180602006689,43,primary,string,1.9.0,0.3500000000000001,False,False,False,0.8871287128712871,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
69,SVM,k=5,1184,DBLP,1219,35,0.539787769317627,0.02871205906480722,20,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01646090534979424,44,primary,string,1.9.0,0.45000000000000007,False,False,False,0.9205020920502092,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
87,SVM,k=5,1176,DBLP,1194,18,0.541217565536499,0.01507537688442211,27,3906,3686,4883,1197,1211,97,977,3.0793650793650795,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.022295623451692816,45,diagnostic,string,1.9.0,0.6500000000000001,False,False,False,0.9114470842332614,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
84,SVM,k=5,1159,DBLP,1197,38,0.537696361541748,0.031746031746031744,27,3960,3733,4950,1217,1191,117,990,3.0673788003286773,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.022670025188916875,46,diagnostic,string,1.9.0,0.5000000000000001,False,False,False,0.907563025210084,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
66,SVM,k=5,1184,DBLP,1224,40,0.48247361183166504,0.032679738562091505,18,3846,3619,4808,1189,1219,89,962,3.043734230445753,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.014766201804757998,47,diagnostic,string,1.9.0,0.40000000000000013,False,False,False,0.9018789144050104,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
72,SVM,k=5,1156,DBLP,1194,38,0.5160377025604248,0.031825795644891124,42,3872,3640,4840,1200,1208,100,968,3.033333333333333,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0347682119205298,48,diagnostic,string,1.9.0,0.5500000000000002,False,False,False,0.9133192389006343,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
80,SVM,k=5,1183,DBLP,1200,17,0.5142347812652588,0.014166666666666666,28,3887,3668,4859,1191,1217,91,972,3.079764903442485,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.023007395234182416,49,diagnostic,string,1.9.0,0.6500000000000001,False,False,False,0.8941684665226782,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
78,SVM,k=5,1172,DBLP,1205,33,0.5293483734130859,0.027385892116182572,25,3903,3678,4879,1201,1207,101,976,3.0624479600333054,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.020712510356255178,50,diagnostic,string,1.9.0,0.5500000000000002,False,False,False,0.9012875536480687,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
82,SVM,k=5,1163,DBLP,1204,41,0.5222902297973633,0.0340531561461794,22,3903,3667,4879,1212,1196,112,976,3.0255775577557755,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01839464882943144,51,diagnostic,string,1.9.0,0.40000000000000013,False,False,False,0.9154639175257732,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
77,XGB,k=5,1173,DBLP,1199,26,0.5899064540863037,0.021684737281067557,32,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.026446280991735537,42,primary,string,1.9.0,0.6500000000000001,False,False,False,0.9006622516556292,[],3.3.0
77,XGB,k=5,1175,DBLP,1217,42,0.6439790725708008,0.03451109285127362,14,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.011705685618729096,43,primary,string,1.9.0,0.45000000000000007,False,False,False,0.9117043121149897,[],3.3.0
69,XGB,k=5,1191,DBLP,1223,32,0.6233363151550293,0.02616516762060507,16,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01316872427983539,44,primary,string,1.9.0,0.45000000000000007,False,False,False,0.9201680672268907,[],3.3.0
79,XGB,k=5,1180,DBLP,1206,26,0.6180040836334229,0.02155887230514096,23,3906,3686,4883,1197,1211,97,977,3.0793650793650795,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.018992568125516102,45,diagnostic,string,1.9.0,0.45000000000000007,False,False,False,0.923728813559322,[],3.3.0
78,XGB,k=5,1169,DBLP,1213,44,0.6101138591766357,0.036273701566364384,17,3960,3733,4950,1217,1191,117,990,3.0673788003286773,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.014273719563392108,46,diagnostic,string,1.9.0,0.40000000000000013,False,False,False,0.9253112033195021,[],3.3.0
64,XGB,k=5,1192,DBLP,1227,35,0.6216232776641846,0.02852485737571312,17,3846,3619,4808,1189,1219,89,962,3.043734230445753,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01394585726004922,47,diagnostic,string,1.9.0,0.25000000000000006,False,False,False,0.9146341463414634,[],3.3.0
76,XGB,k=5,1167,DBLP,1198,31,0.6037776470184326,0.02587646076794658,34,3872,3640,4840,1200,1208,100,968,3.033333333333333,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.028145695364238412,48,diagnostic,string,1.9.0,0.6000000000000002,False,False,False,0.9299363057324841,[],3.3.0
75,XGB,k=5,1169,DBLP,1191,22,0.7439513206481934,0.018471872376154493,42,3887,3668,4859,1191,1217,91,972,3.079764903442485,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03451109285127362,49,diagnostic,string,1.9.0,0.7500000000000002,False,False,False,0.8794642857142857,[],3.3.0
70,XGB,k=5,1180,DBLP,1219,39,0.6029665470123291,0.03199343724364233,19,3903,3678,4879,1201,1207,101,976,3.0624479600333054,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.015741507870753936,50,diagnostic,string,1.9.0,0.3500000000000001,False,False,False,0.9237113402061856,[],3.3.0
87,XGB,k=5,1151,DBLP,1185,34,0.6033697128295898,0.02869198312236287,36,3903,3667,4879,1212,1196,112,976,3.0255775577557755,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.030100334448160536,51,diagnostic,string,1.9.0,0.5500000000000002,False,False,False,0.921443736730361,[],3.3.0
68,MLP,k=5,1171,DBLP,1210,39,1.1086735725402832,0.032231404958677684,30,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.024793388429752067,42,primary,string,1.9.0,0.5000000000000001,False,False,False,0.8903225806451613,[],3.3.0
74,MLP,k=5,1170,DBLP,1217,47,1.5845487117767334,0.038619556285949055,17,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.014214046822742474,43,primary,string,1.9.0,0.5000000000000001,False,False,False,0.8943089430894309,[],3.3.0
68,MLP,k=5,1184,DBLP,1220,36,0.9204432964324951,0.029508196721311476,20,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01646090534979424,44,primary,string,1.9.0,0.6000000000000002,False,False,False,0.9140461215932913,[],3.3.0
74,MLP,k=5,1174,DBLP,1206,32,1.7321887016296387,0.026533996683250415,28,3906,3686,4883,1197,1211,97,977,3.0793650793650795,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.023121387283236993,45,diagnostic,string,1.9.0,0.5000000000000001,False,False,False,0.9156118143459916,[],3.3.0
79,MLP,k=5,1165,DBLP,1208,43,0.9078829288482666,0.03559602649006623,21,3960,3733,4950,1217,1191,117,990,3.0673788003286773,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.017632241813602016,46,diagnostic,string,1.9.0,0.45000000000000007,False,False,False,0.9012345679012346,[],3.3.0
69,MLP,k=5,1162,DBLP,1196,34,1.0291166305541992,0.028428093645484948,43,3846,3619,4808,1189,1219,89,962,3.043734230445753,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03527481542247744,47,diagnostic,string,1.9.0,0.5500000000000002,False,False,False,0.9023861171366594,[],3.3.0
64,MLP,k=5,1153,DBLP,1204,51,1.1085193157196045,0.04235880398671096,40,3872,3640,4840,1200,1208,100,968,3.033333333333333,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.033112582781456956,48,diagnostic,string,1.9.0,0.5000000000000001,False,False,False,0.9094650205761317,[],3.3.0
71,MLP,k=5,1174,DBLP,1206,32,1.4388551712036133,0.026533996683250415,31,3887,3668,4859,1191,1217,91,972,3.079764903442485,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.025472473294987676,49,diagnostic,string,1.9.0,0.6000000000000002,False,False,False,0.8841201716738197,[],3.3.0
70,MLP,k=5,1176,DBLP,1218,42,0.6444835662841797,0.034482758620689655,20,3903,3678,4879,1201,1207,101,976,3.0624479600333054,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.016570008285004142,50,diagnostic,string,1.9.0,0.30000000000000004,False,False,False,0.8946322067594433,[],3.3.0
82,MLP,k=5,1150,DBLP,1190,40,1.3063178062438965,0.03361344537815126,36,3903,3667,4879,1212,1196,112,976,3.0255775577557755,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.030100334448160536,51,diagnostic,string,1.9.0,0.7500000000000002,False,False,False,0.9125799573560768,[],3.3.0
96,LR,k=5,1146,DBLP,1156,10,0.16150617599487305,0.00865051903114187,56,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04628099173553719,42,primary,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.8271604938271605,[],3.3.0
98,LR,k=5,1132,DBLP,1157,25,0.16704916954040527,0.021607605877268798,53,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04431438127090301,43,primary,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.836,[],3.3.0
90,LR,k=5,1140,DBLP,1159,19,0.16208195686340332,0.01639344262295082,59,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.048559670781893,44,primary,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8436830835117773,[],3.3.0
97,LR,k=5,1128,DBLP,1138,10,0.16406607627868652,0.008787346221441126,73,3906,3686,4883,1197,1211,97,977,3.0793650793650795,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06028075970272502,45,diagnostic,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.852017937219731,[],3.3.0
98,LR,k=5,1128,DBLP,1153,25,0.1641402244567871,0.02168256721595837,57,3960,3733,4950,1217,1191,117,990,3.0673788003286773,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04785894206549118,46,diagnostic,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.83399209486166,[],3.3.0
86,LR,k=5,1126,DBLP,1143,17,0.1631476879119873,0.014873140857392825,79,3846,3619,4808,1189,1219,89,962,3.043734230445753,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06480721903199343,47,diagnostic,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.8778467908902692,[],3.3.0
100,LR,k=5,1104,DBLP,1114,10,0.16586685180664062,0.008976660682226212,94,3872,3640,4840,1200,1208,100,968,3.033333333333333,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.07781456953642384,48,diagnostic,bi-encoder,1.9.0,0.6500000000000001,False,False,False,0.8615384615384616,[],3.3.0
89,LR,k=5,1130,DBLP,1146,16,0.16269254684448242,0.013961605584642234,73,3887,3668,4859,1191,1217,91,972,3.079764903442485,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0599835661462613,49,diagnostic,bi-encoder,1.9.0,0.6000000000000002,False,False,False,0.82560706401766,[],3.3.0
100,LR,k=5,1123,DBLP,1137,14,0.16342616081237793,0.012313104661389622,71,3903,3678,4879,1201,1207,101,976,3.0624479600333054,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.058823529411764705,50,diagnostic,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.8553191489361702,[],3.3.0
108,LR,k=5,1089,DBLP,1103,14,0.1628870964050293,0.012692656391659111,97,3903,3667,4879,1212,1196,112,976,3.0255775577557755,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.08110367892976589,51,diagnostic,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.8731182795698925,[],3.3.0
90,SVM,k=5,1155,DBLP,1171,16,0.5619547367095947,0.013663535439795047,47,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03884297520661157,42,primary,bi-encoder,1.9.0,0.7000000000000002,False,False,False,0.8701298701298701,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
104,SVM,k=5,1146,DBLP,1166,20,0.5874836444854736,0.017152658662092625,38,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03177257525083612,43,primary,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.8833333333333333,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
85,SVM,k=5,1175,DBLP,1200,25,0.5831687450408936,0.020833333333333332,23,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.018930041152263374,44,primary,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.871578947368421,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
90,SVM,k=5,1168,DBLP,1190,22,0.604400634765625,0.018487394957983194,28,3906,3686,4883,1197,1211,97,977,3.0793650793650795,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.023121387283236993,45,diagnostic,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.8974358974358975,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
96,SVM,k=5,1157,DBLP,1188,31,0.5852646827697754,0.026094276094276093,24,3960,3733,4950,1217,1191,117,990,3.0673788003286773,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.020151133501259445,46,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.8706365503080082,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
77,SVM,k=5,1168,DBLP,1201,33,0.5521988868713379,0.027477102414654453,30,3846,3619,4808,1189,1219,89,962,3.043734230445753,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.02461033634126333,47,diagnostic,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.8962655601659751,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
88,SVM,k=5,1152,DBLP,1177,25,0.5783700942993164,0.021240441801189464,43,3872,3640,4840,1200,1208,100,968,3.033333333333333,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03559602649006623,48,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8865979381443299,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
83,SVM,k=5,1169,DBLP,1191,22,0.5575370788574219,0.018471872376154493,34,3887,3668,4859,1191,1217,91,972,3.079764903442485,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.027937551355792935,49,diagnostic,bi-encoder,1.9.0,0.6500000000000001,False,False,False,0.8595744680851064,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
94,SVM,k=5,1171,DBLP,1194,23,0.5683503150939941,0.019262981574539362,20,3903,3678,4879,1201,1207,101,976,3.0624479600333054,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.016570008285004142,50,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.889795918367347,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
100,SVM,k=5,1134,DBLP,1158,24,0.5641074180603027,0.02072538860103627,50,3903,3667,4879,1212,1196,112,976,3.0255775577557755,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04180602006688963,51,diagnostic,bi-encoder,1.9.0,0.6500000000000001,False,False,False,0.8927038626609443,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
68,XGB,k=5,1183,DBLP,1220,37,0.5418500900268555,0.030327868852459017,20,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01652892561983471,42,primary,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.8775510204081632,[],3.3.0
78,XGB,k=5,1169,DBLP,1216,47,0.6046156883239746,0.038651315789473686,14,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.011705685618729096,43,primary,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.8893360160965795,[],3.3.0
70,XGB,k=5,1193,DBLP,1229,36,0.6008467674255371,0.029292107404393815,9,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.007407407407407408,44,primary,bi-encoder,1.9.0,0.30000000000000004,False,False,False,0.8727272727272727,[],3.3.0
64,XGB,k=5,1190,DBLP,1236,46,0.5884990692138672,0.0372168284789644,8,3906,3686,4883,1197,1211,97,977,3.0793650793650795,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.006606110652353427,45,diagnostic,bi-encoder,1.9.0,0.30000000000000004,False,False,False,0.9061224489795918,[],3.3.0
83,XGB,k=5,1154,DBLP,1197,43,0.596257209777832,0.03592314118629908,28,3960,3733,4950,1217,1191,117,990,3.0673788003286773,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.023509655751469353,46,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8833333333333333,[],3.3.0
75,XGB,k=5,1169,DBLP,1191,22,0.5792908668518066,0.018471872376154493,42,3846,3619,4808,1189,1219,89,962,3.043734230445753,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.034454470877768664,47,diagnostic,bi-encoder,1.9.0,0.6500000000000001,False,False,False,0.911062906724512,[],3.3.0
76,XGB,k=5,1152,DBLP,1188,36,0.5914711952209473,0.030303030303030304,44,3872,3640,4840,1200,1208,100,968,3.033333333333333,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03642384105960265,48,diagnostic,bi-encoder,1.9.0,0.6500000000000001,False,False,False,0.8865096359743041,[],3.3.0
74,XGB,k=5,1188,DBLP,1213,25,0.5833194255828857,0.020610057708161583,21,3887,3668,4859,1191,1217,91,972,3.079764903442485,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01725554642563681,49,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8786610878661087,[],3.3.0
72,XGB,k=5,1181,DBLP,1225,44,0.5765047073364258,0.035918367346938776,11,3903,3678,4879,1201,1207,101,976,3.0624479600333054,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.009113504556752278,50,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.911340206185567,[],3.3.0
78,XGB,k=5,1167,DBLP,1216,49,0.5821042060852051,0.04029605263157895,14,3903,3667,4879,1212,1196,112,976,3.0255775577557755,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.011705685618729096,51,diagnostic,bi-encoder,1.9.0,0.30000000000000004,False,False,False,0.904,[],3.3.0
