correct,dataset,declared,evaluation_seconds,false_links,fraction,lambda,missing_matches,model_loaded_from_checkpoint,model_path,n_fit_pairs,n_holdout,n_labelled_a,n_train_pairs_total,n_true_records,n_validation_pairs,prediction_path,psi,score_path,seed,threshold,train_seconds_this_run,unmatched_abstentions,validation_f1
454,ECOM,474,16.09590983390808,20,0.5,0.04219409282700422,67,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p50/seed_51,21593,541,540,26992,541,5399,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p50_seed51.csv,0.12384473197781885,sigmoid(CrossEncoder.predict),51,0.8000000000000002,150.67055916786194,0,0.821256038647343
372,ECOM,388,12.69076657295227,16,0.6,0.041237113402061855,45,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_42,25912,433,648,32391,433,6479,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed42.csv,0.10392609699769054,sigmoid(CrossEncoder.predict),42,0.45000000000000007,174.016419172287,0,0.8484848484848485
333,ECOM,345,12.838677406311035,12,0.6,0.034782608695652174,88,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_43,25914,433,648,32393,433,6479,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed43.csv,0.20323325635103925,sigmoid(CrossEncoder.predict),43,0.9000000000000002,177.95901536941528,0,0.852589641434263
358,ECOM,370,12.906242609024048,12,0.6,0.032432432432432434,63,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_44,25915,433,648,32394,433,6479,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed44.csv,0.14549653579676675,sigmoid(CrossEncoder.predict),44,0.5000000000000001,177.25952291488647,0,0.8605577689243028
355,ECOM,367,12.639737129211426,12,0.6,0.0326975476839237,66,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_45,25911,433,648,32389,433,6478,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed45.csv,0.15242494226327943,sigmoid(CrossEncoder.predict),45,0.30000000000000004,174.2710988521576,0,0.8408163265306122
375,ECOM,384,12.521263599395752,9,0.6,0.0234375,49,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_46,25915,433,648,32394,433,6479,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed46.csv,0.11316397228637413,sigmoid(CrossEncoder.predict),46,0.5000000000000001,176.5072581768036,0,0.8515625
375,ECOM,389,12.745500802993774,14,0.6,0.03598971722365039,44,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_47,25912,433,648,32390,433,6478,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed47.csv,0.10161662817551963,sigmoid(CrossEncoder.predict),47,0.30000000000000004,185.5851490497589,0,0.8560885608856088
353,ECOM,365,12.578231811523438,12,0.6,0.03287671232876712,68,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_48,25917,433,648,32397,433,6480,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed48.csv,0.15704387990762125,sigmoid(CrossEncoder.predict),48,0.20000000000000004,178.36772775650024,0,0.8825910931174089
359,ECOM,375,12.836676597595215,16,0.6,0.042666666666666665,58,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_49,25916,433,648,32395,433,6479,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed49.csv,0.13394919168591224,sigmoid(CrossEncoder.predict),49,0.45000000000000007,195.02831077575684,0,0.8359375
370,ECOM,387,12.672067165374756,17,0.6,0.04392764857881137,46,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_50,25910,433,648,32388,433,6478,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed50.csv,0.10623556581986143,sigmoid(CrossEncoder.predict),50,0.5000000000000001,178.2135841846466,0,0.8625954198473282
369,ECOM,382,12.511649370193481,13,0.6,0.034031413612565446,51,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p60/seed_51,25911,433,648,32389,433,6478,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p60_seed51.csv,0.11778290993071594,sigmoid(CrossEncoder.predict),51,0.3500000000000001,175.616681098938,0,0.8787878787878788
277,ECOM,288,9.373983144760132,11,0.7,0.03819444444444445,37,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_42,30232,325,756,37790,325,7558,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed42.csv,0.11384615384615385,sigmoid(CrossEncoder.predict),42,0.40000000000000013,207.68239831924438,0,0.8571428571428571
279,ECOM,292,9.431705713272095,13,0.7,0.04452054794520548,33,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_43,30233,325,756,37792,325,7559,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed43.csv,0.10153846153846154,sigmoid(CrossEncoder.predict),43,0.15000000000000002,200.84407758712769,0,0.8766233766233766
267,ECOM,269,9.656663179397583,2,0.7,0.007434944237918215,56,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_44,30234,325,756,37793,325,7559,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed44.csv,0.1723076923076923,sigmoid(CrossEncoder.predict),44,0.8500000000000002,216.2048499584198,0,0.8807947019867549
265,ECOM,273,9.39450740814209,8,0.7,0.029304029304029304,52,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_45,30231,325,756,37789,325,7558,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed45.csv,0.16,sigmoid(CrossEncoder.predict),45,0.40000000000000013,212.78207302093506,0,0.8767123287671232
277,ECOM,283,9.588911771774292,6,0.7,0.02120141342756184,42,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_46,30233,325,756,37792,325,7559,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed46.csv,0.12923076923076923,sigmoid(CrossEncoder.predict),46,0.30000000000000004,216.92769122123718,0,0.8775510204081632
284,ECOM,290,9.638622283935547,6,0.7,0.020689655172413793,35,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_47,30231,325,756,37789,325,7558,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed47.csv,0.1076923076923077,sigmoid(CrossEncoder.predict),47,0.15000000000000002,210.73152613639832,0,0.8223684210526315
272,ECOM,287,9.653414249420166,15,0.7,0.05226480836236934,38,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_48,30235,325,756,37794,325,7559,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed48.csv,0.11692307692307692,sigmoid(CrossEncoder.predict),48,0.3500000000000001,210.8928656578064,0,0.875
262,ECOM,273,9.264822721481323,11,0.7,0.040293040293040296,52,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_49,30233,325,756,37792,325,7559,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed49.csv,0.16,sigmoid(CrossEncoder.predict),49,0.9000000000000002,215.4887034893036,0,0.8686868686868687
274,ECOM,287,9.334368467330933,13,0.7,0.04529616724738676,38,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_50,30229,325,756,37787,325,7558,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed50.csv,0.11692307692307692,sigmoid(CrossEncoder.predict),50,0.5000000000000001,206.70704746246338,0,0.8783783783783784
276,ECOM,282,9.480121374130249,6,0.7,0.02127659574468085,43,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p70/seed_51,30229,325,756,37787,325,7558,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p70_seed51.csv,0.13230769230769232,sigmoid(CrossEncoder.predict),51,0.25000000000000006,199.76354336738586,0,0.8811188811188811
190,ECOM,198,6.320376634597778,8,0.8,0.04040404040404041,19,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_42,34551,217,864,43189,217,8638,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed42.csv,0.08755760368663594,sigmoid(CrossEncoder.predict),42,0.1,238.6954162120819,0,0.8688046647230321
180,ECOM,187,6.432645082473755,7,0.8,0.0374331550802139,30,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_43,34552,217,864,43190,217,8638,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed43.csv,0.1382488479262673,sigmoid(CrossEncoder.predict),43,0.20000000000000004,230.6990180015564,0,0.8705882352941177
172,ECOM,179,6.2541868686676025,7,0.8,0.03910614525139665,38,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_44,34553,217,864,43192,217,8639,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed44.csv,0.17511520737327188,sigmoid(CrossEncoder.predict),44,0.40000000000000013,246.58131313323975,0,0.8674698795180723
170,ECOM,174,6.393258571624756,4,0.8,0.022988505747126436,43,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_45,34551,217,864,43189,217,8638,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed45.csv,0.19815668202764977,sigmoid(CrossEncoder.predict),45,0.9000000000000002,238.0290539264679,0,0.8490566037735849
176,ECOM,181,6.203579425811768,5,0.8,0.027624309392265192,36,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_46,34552,217,864,43191,217,8639,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed46.csv,0.16589861751152074,sigmoid(CrossEncoder.predict),46,0.8500000000000002,236.96398878097534,0,0.852760736196319
174,ECOM,179,6.261933088302612,5,0.8,0.027932960893854747,38,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_47,34549,217,864,43187,217,8638,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed47.csv,0.17511520737327188,sigmoid(CrossEncoder.predict),47,0.9000000000000002,235.36173820495605,0,0.8338557993730408
179,ECOM,186,6.528776168823242,7,0.8,0.03763440860215054,31,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_48,34552,217,864,43190,217,8638,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed48.csv,0.14285714285714285,sigmoid(CrossEncoder.predict),48,0.1,235.9269037246704,0,0.8457142857142858
181,ECOM,186,6.54341197013855,5,0.8,0.026881720430107527,31,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_49,34552,217,864,43191,217,8639,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed49.csv,0.14285714285714285,sigmoid(CrossEncoder.predict),49,0.9000000000000002,231.05535340309143,0,0.8703703703703703
188,ECOM,194,6.494755268096924,6,0.8,0.030927835051546393,23,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_50,34550,217,864,43188,217,8638,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed50.csv,0.10599078341013825,sigmoid(CrossEncoder.predict),50,0.5000000000000001,245.77416801452637,0,0.8787878787878788
186,ECOM,191,6.440659523010254,5,0.8,0.02617801047120419,26,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p80/seed_51,34549,217,864,43187,217,8638,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p80_seed51.csv,0.11981566820276497,sigmoid(CrossEncoder.predict),51,0.30000000000000004,237.99111080169678,0,0.8705882352941177
92,ECOM,96,3.1499993801116943,4,0.9,0.041666666666666664,13,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_42,38870,109,972,48588,109,9718,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed42.csv,0.11926605504587157,sigmoid(CrossEncoder.predict),42,0.7500000000000002,270.0639457702637,0,0.8981723237597912
93,ECOM,99,3.225865125656128,6,0.9,0.06060606060606061,10,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_43,38869,109,972,48587,109,9718,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed43.csv,0.09174311926605505,sigmoid(CrossEncoder.predict),43,0.20000000000000004,276.56049060821533,0,0.8962025316455696
84,ECOM,88,3.236663579940796,4,0.9,0.045454545454545456,21,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_44,38872,109,972,48590,109,9718,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed44.csv,0.1926605504587156,sigmoid(CrossEncoder.predict),44,0.25000000000000006,280.0675587654114,0,0.9028871391076115
93,ECOM,97,3.2779359817504883,4,0.9,0.041237113402061855,12,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_45,38869,109,972,48587,109,9718,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed45.csv,0.11009174311926606,sigmoid(CrossEncoder.predict),45,0.15000000000000002,257.2040219306946,0,0.8922305764411027
98,ECOM,99,3.2099602222442627,1,0.9,0.010101010101010102,10,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_46,38871,109,972,48589,109,9718,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed46.csv,0.09174311926605505,sigmoid(CrossEncoder.predict),46,0.25000000000000006,268.8895719051361,0,0.8911917098445595
96,ECOM,99,3.2525923252105713,3,0.9,0.030303030303030304,10,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_47,38868,109,972,48586,109,9718,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed47.csv,0.09174311926605505,sigmoid(CrossEncoder.predict),47,0.15000000000000002,274.16364216804504,0,0.8409703504043127
93,ECOM,95,3.089714527130127,2,0.9,0.021052631578947368,14,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_48,38872,109,972,48590,109,9718,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed48.csv,0.12844036697247707,sigmoid(CrossEncoder.predict),48,0.45000000000000007,276.42221212387085,0,0.8707124010554089
97,ECOM,100,3.157078742980957,3,0.9,0.03,9,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_49,38871,109,972,48589,109,9718,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed49.csv,0.08256880733944955,sigmoid(CrossEncoder.predict),49,0.20000000000000004,265.869508266449,0,0.8707124010554089
98,ECOM,99,3.246065139770508,1,0.9,0.010101010101010102,10,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_50,38869,109,972,48587,109,9718,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed50.csv,0.09174311926605505,sigmoid(CrossEncoder.predict),50,0.8000000000000002,281.67289662361145,0,0.9090909090909091
90,ECOM,92,3.1604251861572266,2,0.9,0.021739130434782608,17,False,/home/ahmeda/ER_Transformer_Reproducible_RUN/models/analysis18_section7/cross_encoder/ECOM/f_0p90/seed_51,38869,109,972,48587,109,9718,/home/ahmeda/ER_Transformer_Reproducible_RUN/results/analysis18_section7/predictions/fraction_ECOM_f0p90_seed51.csv,0.1559633027522936,sigmoid(CrossEncoder.predict),51,0.5000000000000001,272.8759608268738,0,0.8695652173913043
