record_index,ida,has_true_match,n_valid_matches,ft_lr_top1_idb,ft_lr_top1_score,ft_lr_top2_score,ft_lr_gap,ft_lr_threshold,ft_lr_declared,ft_lr_category,dataset,seed,ce_direct_declared,ce_direct_category
279,conf/vldb/AboulnagaAN01,True,2,OBbDFGQNEDQJ,0.9799542566850798,0.9449173853503879,0.03503687133469191,0.5500000000000002,True,correct,DBLP,42,True,correct
280,journals/tods/KemmeA00,True,1,wiUPadLpCvoJ,0.9849681452154513,0.09206847938954127,0.8928996658259101,0.5500000000000002,True,correct,DBLP,42,True,correct
281,conf/vldb/ChanI99,True,2,QV20-69j6YYJ,0.9560559138193562,0.5275599165927092,0.428495997226647,0.5500000000000002,True,correct,DBLP,42,True,correct
282,conf/sigmod/AfratiLU01,True,2,k7zpSukSfYsJ,0.9362195025048475,0.7530794179357054,0.1831400845691421,0.5500000000000002,True,correct,DBLP,42,True,correct
283,conf/vldb/HanF95,True,15,qNLsbj_Fu5EJ,0.9843646942251455,0.9601966975491371,0.02416799667600844,0.5500000000000002,True,correct,DBLP,42,True,correct
284,journals/sigmod/KoksalAD98,True,2,enYoi4XT7n0J,0.9887784038522972,0.4741910925443988,0.5145873113078985,0.5500000000000002,True,correct,DBLP,42,True,correct
285,conf/vldb/JoshiBLL98,True,1,RufEbUPZNbYJ,0.9837362695541502,0.01708893607773177,0.9666473334764184,0.5500000000000002,True,correct,DBLP,42,True,correct
286,journals/sigmod/Ulusoy95,True,1,uMYecZGSCv4J,0.9899458895389995,0.09145653200591619,0.8984893575330833,0.5500000000000002,True,correct,DBLP,42,True,correct
287,journals/tods/ChakrabartiKMP02,True,4,eHY42LnL_lsJ,0.9849681386654786,0.9691748174175613,0.015793321247917325,0.5500000000000002,True,correct,DBLP,42,True,correct
288,conf/sigmod/LometW98,True,3,F2ecYx97F2sJ,0.9888276068209823,0.919399045640322,0.06942856118066021,0.5500000000000002,True,correct,DBLP,42,True,correct
289,conf/sigmod/Carey00,True,3,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335476%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9395046246284117,0.9191984014631494,0.020306223165262316,0.5500000000000002,True,correct,DBLP,42,True,correct
290,journals/vldb/OzsuPSILM95,True,5,gld2wLKYWpsJ,0.9211398953447525,0.8108768963321381,0.11026299901261438,0.5500000000000002,True,correct,DBLP,42,True,correct
291,conf/sigmod/WitkowskiBBDFGSS03,True,1,ygCe1xRFuKgJ,0.9770091438020424,0.020069718753488928,0.9569394250485534,0.5500000000000002,True,correct,DBLP,42,True,correct
292,journals/sigmod/Badia02,False,0,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D637425%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.48584215238744827,0.014872456679351515,0.47096969570809677,0.5500000000000002,False,unmatched_abstention,DBLP,42,True,false_link
293,conf/vldb/PoulovassilisS94,True,1,0BMQ7HirTaUJ,0.9339967072254172,0.9019115106732666,0.032085196552150586,0.5500000000000002,True,correct,DBLP,42,True,correct
294,conf/vldb/LongS03,True,1,zU4MULiFRrYJ,0.983736268448085,0.006470285797013748,0.9772659826510713,0.5500000000000002,True,correct,DBLP,42,True,correct
295,conf/sigmod/DavulcuFKR99,True,1,TDyW6V4cc7MJ,0.9525092834954532,0.0017078855548727093,0.9508013979405805,0.5500000000000002,True,correct,DBLP,42,True,correct
296,journals/sigmod/GrayG97,True,5,fFCqy9V5XNgJ,0.9899458881628458,0.960311722573237,0.02963416558960874,0.5500000000000002,True,correct,DBLP,42,True,correct
297,conf/vldb/IlyasAE03,True,1,Y385z1Dxp84J,0.9641908656544913,0.003281572352289518,0.9609092933022018,0.5500000000000002,True,correct,DBLP,42,True,correct
298,conf/vldb/AggarwalY02,True,1,W9wJnFy0TDAJ,0.9753024015846685,0.025157880152692515,0.950144521431976,0.5500000000000002,True,correct,DBLP,42,True,correct
299,journals/vldb/KieslingSSD94,True,1,bvFRYOianJUJ,0.9224628019185553,0.0023840055877317012,0.9200787963308237,0.5500000000000002,True,correct,DBLP,42,True,correct
300,conf/vldb/ViglasNB03,True,1,GGX9LS25OhwJ,0.9830938973547267,0.06541030885238235,0.9176835885023444,0.5500000000000002,True,correct,DBLP,42,True,correct
301,conf/vldb/CareyD96,True,7,5xe-dQqXfI8J,0.9703492183268759,0.8635386737549757,0.1068105445719002,0.5500000000000002,True,correct,DBLP,42,True,correct
302,conf/vldb/AmbiteKKMST01,True,2,9bzGIloFctIJ,0.7489411021936275,0.08661482692577138,0.6623262752678561,0.5500000000000002,True,correct,DBLP,42,True,correct
303,conf/sigmod/Team95a,True,1,P-jrIizJxEgJ,0.3768288004763402,0.001121102129652496,0.3757076983466877,0.5500000000000002,False,missing_match,DBLP,42,True,correct
304,conf/vldb/IshikawaSF98,True,4,D1HCBThHOkcJ,0.9837362699454646,0.9675228573946955,0.016213412550769135,0.5500000000000002,True,correct,DBLP,42,True,correct
305,conf/sigmod/OlstonWACELSS98,True,1,UTYa5uf9zSIJ,0.9868592853815148,0.0009940469271509168,0.9858652384543639,0.5500000000000002,True,correct,DBLP,42,True,correct
306,journals/vldb/HelmerM03,True,2,fz4PKDuWGmoJ,0.984904386396012,0.8697694508162509,0.11513493557976107,0.5500000000000002,True,correct,DBLP,42,True,correct
307,conf/vldb/MeoPC96,True,6,4j5ryW5xA7YJ,0.9593830941820943,0.9337112716729294,0.025671822509164888,0.5500000000000002,True,correct,DBLP,42,True,correct
308,conf/vldb/KietzRS97,True,1,L4k3lAWc-JgJ,0.9782098354600698,0.002321988721693519,0.9758878467383763,0.5500000000000002,True,correct,DBLP,42,True,correct
309,conf/sigmod/ChaudhuriN98a,True,3,JyEX0YVMP5oJ,0.9623824340556121,0.9288786163284589,0.03350381772715316,0.5500000000000002,True,correct,DBLP,42,True,correct
310,journals/vldb/DoanMDDH03,True,3,HmE1BtE68dYJ,0.9762792445720588,0.8931258618731014,0.08315338269895745,0.5500000000000002,True,correct,DBLP,42,True,correct
311,journals/sigmod/ShethM02,True,2,B_axrPz8j5EJ,0.9749033699487517,0.19342603423396865,0.7814773357147831,0.5500000000000002,True,correct,DBLP,42,True,correct
312,conf/vldb/ManolopoulosT01,True,2,hr5OGCJqc2MJ,0.9837362725489089,0.03930533109038338,0.9444309414585256,0.5500000000000002,True,correct,DBLP,42,True,correct
313,conf/vldb/YagoubFIV00a,True,1,hMsWZU5TJWYJ,0.9847223727140532,0.06749098098010047,0.9172313917339527,0.5500000000000002,True,correct,DBLP,42,True,correct
314,journals/sigmod/MusickC99,True,2,mA4kKq9Z3tYJ,0.9899458881628458,0.6195540080439523,0.37039188011889346,0.5500000000000002,True,correct,DBLP,42,True,correct
315,conf/vldb/GottlobKP02,True,6,lmLjPf_m6jwJ,0.9577429546092608,0.9501086206241259,0.007634333985134911,0.5500000000000002,True,correct,DBLP,42,True,correct
316,conf/sigmod/WangWYY02,True,2,DRp1iFn7znkJ,0.9531797893211065,0.4306027271033688,0.5225770622177377,0.5500000000000002,True,correct,DBLP,42,True,correct
317,conf/sigmod/DarEGP98,True,1,ewnL82c8kiMJ,0.9900067680855172,0.5686823899604488,0.4213243781250684,0.5500000000000002,True,correct,DBLP,42,True,correct
318,journals/sigmod/HummerLW02,True,2,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D507345%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9833283404421331,0.9706646021982974,0.01266373824383571,0.5500000000000002,True,correct,DBLP,42,True,correct
319,journals/sigmod/Qian96b,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245909%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9888682596551994,0.022111510209623316,0.9667567494455761,0.5500000000000002,True,correct,DBLP,42,True,correct
320,conf/sigmod/GuhaRS98,True,17,wiE9QG5qC2wJ,0.9667370411743834,0.963275273180848,0.0034617679935353696,0.5500000000000002,True,correct,DBLP,42,True,correct
321,conf/sigmod/HillyerS96,True,2,V-pwJ8K5ZTEJ,0.9754780905343303,0.5797365860801382,0.3957415044541921,0.5500000000000002,True,correct,DBLP,42,True,correct
322,conf/vldb/HinneburgAK00,True,2,1ambq2RMGMoJ,0.9857316836635264,0.059554759047577156,0.9261769246159492,0.5500000000000002,True,correct,DBLP,42,True,correct
323,conf/sigmod/ChenZCKR01,True,3,q49c-IEX7N8J,0.9840937427010329,0.8999944823322062,0.08409926036882664,0.5500000000000002,True,correct,DBLP,42,True,correct
324,conf/sigmod/MaddenFHH03,True,1,qz24tfFNHuoJ,0.9895544922861246,0.18770865588872682,0.8018458363973977,0.5500000000000002,True,correct,DBLP,42,True,correct
325,conf/vldb/AlonsoHST97,True,1,iRJV85kKVgwJ,0.9890999443244602,0.0018419054071339353,0.9872580389173263,0.5500000000000002,True,correct,DBLP,42,True,correct
326,conf/sigmod/FernandezFKLS97,True,3,4BpkEHas0LcJ,0.95779667683,0.9440296265807615,0.013767050249238522,0.5500000000000002,True,correct,DBLP,42,True,correct
327,conf/vldb/AilamakiDHS01,True,4,gUJrOpj89tQJ,0.9843181868746077,0.806847445779059,0.17747074109554872,0.5500000000000002,True,correct,DBLP,42,True,correct
328,journals/sigmod/KlasS94,True,3,bViLh5-jVsAJ,0.9449858800277152,0.719705373879646,0.22528050614806927,0.5500000000000002,True,correct,DBLP,42,True,correct
329,journals/sigmod/Ouksel03,True,1,8M_z-OUkoxYJ,0.9899458874747687,0.28311159303745365,0.7068342944373152,0.5500000000000002,True,correct,DBLP,42,True,correct
330,conf/sigmod/McAuliffeCS96,True,2,c__Nxyn_uvwJ,0.944470471804501,0.280279895214878,0.664190576589623,0.5500000000000002,True,correct,DBLP,42,True,correct
331,conf/sigmod/HanPLJ01,True,1,H_tzR6yoJLEJ,0.9857590926515156,0.054149750841707214,0.9316093418098084,0.5500000000000002,True,correct,DBLP,42,True,correct
332,journals/sigmod/Bussler02,True,1,Phcd3C1cfLcJ,0.9899458953182636,0.0328179080433784,0.9571279872748852,0.5500000000000002,True,correct,DBLP,42,True,correct
333,journals/sigmod/CampbellEM03,True,2,N9u28V6NZTIJ,0.9652129714913174,0.6774586122470161,0.28775435924430126,0.5500000000000002,True,correct,DBLP,42,True,correct
334,journals/sigmod/ButtlerCCFHLPRX02,True,1,JScvAMYcsmoJ,0.809497579554698,0.0033979076560116017,0.8060996718986865,0.5500000000000002,True,correct,DBLP,42,True,correct
335,conf/vldb/MorishimaKKT01,True,1,8hDo6qczOzMJ,0.934813692136252,0.002362369890431373,0.9324513222458206,0.5500000000000002,True,correct,DBLP,42,True,correct
336,conf/vldb/ChanFFGR02,True,1,ZFI7XBuonJAJ,0.9780577774171444,0.000441338946596874,0.9776164384705475,0.5500000000000002,True,correct,DBLP,42,True,correct
337,conf/sigmod/BrodskyK95,True,2,SFmnhrhoQzgJ,0.963668587321103,0.6796320783504587,0.28403650897064436,0.5500000000000002,True,correct,DBLP,42,True,correct
338,conf/sigmod/ZhouLP99,True,1,0OwKmPjQpd0J,0.973686187804056,0.0010333486721200791,0.9726528391319359,0.5500000000000002,True,correct,DBLP,42,True,correct
339,conf/vldb/DeRose99,True,1,_7DyRIjTceAJ,0.9693585255279916,0.0005043669233712607,0.9688541586046203,0.5500000000000002,True,correct,DBLP,42,True,correct
340,journals/vldb/LiangOY00,True,1,ikw-En98LywJ,0.9791478245508485,0.025207582565178556,0.95394024198567,0.5500000000000002,True,correct,DBLP,42,True,correct
341,conf/vldb/XieH94,True,3,7P8_zVPEW64J,0.9896446820108218,0.9653572317783442,0.02428745023247758,0.5500000000000002,True,correct,DBLP,42,True,correct
342,journals/sigmod/PitouraAPSV03,True,3,jKxELUmoSkEJ,0.969005289569641,0.9392475103144146,0.02975777925522649,0.5500000000000002,True,correct,DBLP,42,True,correct
343,conf/vldb/ChoG00,True,6,9MI4jOOqkn4J,0.9896446820108218,0.9569230955979311,0.03272158641289069,0.5500000000000002,True,correct,DBLP,42,True,correct
344,conf/vldb/X00a,False,0,NaCqw8qESpAJ,0.22934883338353362,0.049590981799884123,0.1797578515836495,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
345,conf/vldb/NathDKGKS03,True,3,pF6EW_yKYyYJ,0.9757925020764182,0.9370068662020434,0.03878563587437478,0.5500000000000002,True,correct,DBLP,42,True,correct
346,journals/vldb/ScheuermannWZ98,True,1,Q_JRmsXFEM4J,0.9849043874238546,0.014536250420368104,0.9703681370034865,0.5500000000000002,True,correct,DBLP,42,True,correct
347,conf/sigmod/HwangLYMMGCSS94,True,1,AWah9GLEFTAJ,0.911212389719364,0.02495331715167296,0.8862590725676911,0.5500000000000002,True,correct,DBLP,42,True,correct
348,journals/sigmod/Snodgrass99,False,0,NHxHsUH9L5MJ,0.09681294748693259,0.06964053936374147,0.02717240812319112,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
349,conf/vldb/ChenCFGJMTW99,True,2,Hq3W65us8dkJ,0.9774033701344221,0.3805611612441154,0.5968422088903067,0.5500000000000002,True,correct,DBLP,42,True,correct
350,conf/sigmod/Keim99,True,1,GBZiTCbChZQJ,0.9823455080389096,0.19137842867776433,0.7909670793611453,0.5500000000000002,True,correct,DBLP,42,True,correct
351,conf/sigmod/WattezCBFF00,True,1,1SA9LhktHsUJ,0.9860366886416738,0.0011359568024202605,0.9849007318392535,0.5500000000000002,True,correct,DBLP,42,True,correct
352,conf/sigmod/HanWDPW02,True,2,nwWpGh3Mx7MJ,0.9597772881726189,0.7099471504282412,0.24983013774437768,0.5500000000000002,True,correct,DBLP,42,True,correct
353,conf/sigmod/WuAA01,True,2,QKlyEeIFW24J,0.9679121547690082,0.8483872420106866,0.11952491275832156,0.5500000000000002,True,correct,DBLP,42,True,correct
354,conf/vldb/DarEGP98,True,1,D6gxih90YU4J,0.9896446663654694,0.5706706556936393,0.41897401067183015,0.5500000000000002,True,correct,DBLP,42,True,correct
355,journals/vldb/SivasankaranSTPR96,True,3,XX_3v0k3v6QJ,0.9701672970259997,0.9435174987123134,0.0266497983136863,0.5500000000000002,True,correct,DBLP,42,True,correct
356,conf/sigmod/ShashaB02a,True,3,url:http://portal.acm.org/citation.cfm%3Fid%3D564691.564798%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3D564691%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9857000738732099,0.9388434269207172,0.0468566469524927,0.5500000000000002,True,correct,DBLP,42,True,correct
357,conf/vldb/LabrinidisR03,True,1,0GMNedjfVV0J,0.989644665656993,0.22471268186049034,0.7649319837965027,0.5500000000000002,True,correct,DBLP,42,True,correct
358,journals/sigmod/Jonsson03,False,0,80NxRQ1LyI8J,0.0007870332057701771,0.00027411387738598535,0.0005129193283841917,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
359,conf/vldb/CliftonFHKLS03,True,1,FF4u5cqjanQJ,0.47115160839249853,0.0017196221176450231,0.4694319862748535,0.5500000000000002,False,missing_match,DBLP,42,True,correct
360,journals/vldb/LiCHH01,True,1,Tw8-f4saqb0J,0.9803385590869963,0.27639630997974574,0.7039422491072506,0.5500000000000002,True,correct,DBLP,42,True,correct
361,journals/sigmod/GottlobKP03a,True,1,rDRdlwdHGb0J,0.5396212396844785,0.0033206609103788214,0.5363005787740996,0.5500000000000002,False,missing_match,DBLP,42,True,correct
362,conf/sigmod/Chakrabarti99,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304231%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.49814953596882944,0.02208825056769708,0.47606128540113235,0.5500000000000002,False,missing_match,DBLP,42,True,correct
363,journals/tods/ZobelMR98,True,3,tdDLf6RffisJ,0.9849681455775788,0.9334702134673837,0.051497932110195155,0.5500000000000002,True,correct,DBLP,42,True,correct
364,conf/sigmod/CorralMTV00,True,1,TsShfxPwF6YJ,0.9870753825371716,0.14294158135791513,0.8441338011792565,0.5500000000000002,True,correct,DBLP,42,True,correct
365,conf/sigmod/HellersteinW02,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564788%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9337736185998906,0.0006344406106507964,0.9331391779892398,0.5500000000000002,True,correct,DBLP,42,True,correct
366,journals/tods/AikenHW95,True,3,U8ZlWhxgtxYJ,0.9630667360739248,0.8213492484330013,0.1417174876409235,0.5500000000000002,True,correct,DBLP,42,True,correct
367,conf/vldb/ChoN02,True,2,4tTQJrG4pn8J,0.9896446677824214,0.8490439231422854,0.14060074464013605,0.5500000000000002,True,correct,DBLP,42,True,correct
368,conf/vldb/TamuraK99,True,3,rAHGAfoqookJ,0.983264939672241,0.9611457970809216,0.02211914259131942,0.5500000000000002,True,correct,DBLP,42,True,correct
369,journals/sigmod/Winslett02c,False,0,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D565127%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.001794972860423975,0.0016014656715081373,0.00019350718891583771,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
370,conf/vldb/Uhl02,True,1,n5SsAbtjBpAJ,0.989644683929074,0.0033766596542281735,0.9862680242748458,0.5500000000000002,True,correct,DBLP,42,True,correct
371,conf/sigmod/ZuzartePMCLW03,True,1,url:http://portal.acm.org/citation.cfm%3Fid%3D872757.872840,0.9477324163983796,0.0015599008014119027,0.9461725155969677,0.5500000000000002,True,correct,DBLP,42,True,correct
372,journals/sigmod/SnodgrassGIMSU98,False,0,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290599%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.6144689959507659,0.612873060933383,0.0015959350173828657,0.5500000000000002,True,false_link,DBLP,42,True,false_link
373,journals/sigmod/KempsterST99,True,1,JfmkT9KvKWoJ,0.9822313005671961,0.5273632196569188,0.4548680809102773,0.5500000000000002,True,correct,DBLP,42,True,correct
374,conf/vldb/LubbersGJ03,True,1,T3nGiiT3tbsJ,0.9763503911793733,0.0016937616177924047,0.9746566295615808,0.5500000000000002,True,correct,DBLP,42,True,correct
375,conf/sigmod/BlakeleyP98,True,1,yotsUgKBK44J,0.9414693616139375,0.002994943491814684,0.9384744181221227,0.5500000000000002,True,correct,DBLP,42,True,correct
376,journals/sigmod/Suciu97,False,0,1sGr4qMsCeMJ,0.2728289304441062,0.006703987126298632,0.2661249433178076,0.5500000000000002,False,unmatched_abstention,DBLP,42,True,false_link
377,conf/vldb/HammadFAE03,True,1,vfCFumS9QtkJ,0.9440042908571661,0.12423588704504838,0.8197684038121177,0.5500000000000002,True,correct,DBLP,42,True,correct
378,conf/vldb/GoodmanRS94,True,1,8CCHAKnGJ1EJ,0.9696176961986143,0.0003728856213380686,0.9692448105772762,0.5500000000000002,True,correct,DBLP,42,True,correct
379,conf/sigmod/FlorescuGKR02,True,1,uam2rv99rxsJ,0.923768712453418,0.04123884486700441,0.8825298675864135,0.5500000000000002,True,correct,DBLP,42,True,correct
380,journals/sigmod/KuokFW98,True,4,3oLpUbHFATsJ,0.9099997893515862,0.650895917578044,0.2591038717735422,0.5500000000000002,True,correct,DBLP,42,True,correct
381,conf/vldb/AtzeniMM97,True,7,sARbiNQPPWQJ,0.9896446825121241,0.9243544700211465,0.06529021249097766,0.5500000000000002,True,correct,DBLP,42,True,correct
382,conf/sigmod/KrishnamurthyBN99,True,1,qS4jhfgPbm8J,0.9900067680855172,0.0048002055835663455,0.9852065625019509,0.5500000000000002,True,correct,DBLP,42,True,correct
383,conf/vldb/GrumbachRS00,True,1,iQ3Zi3crc9wJ,0.9896446628888644,0.0006088376714814463,0.989035825217383,0.5500000000000002,True,correct,DBLP,42,True,correct
384,journals/tods/MumickFPR96,True,3,kaZA2eBctgUJ,0.9535474622100878,0.9394545984922705,0.014092863717817261,0.5500000000000002,True,correct,DBLP,42,True,correct
385,journals/tods/Jagadish95,True,1,gDFpwto83b4J,0.9791440757059696,0.0022797071520649233,0.9768643685539047,0.5500000000000002,True,correct,DBLP,42,True,correct
386,conf/sigmod/KoudasS03,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D872871%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9625018786552452,0.022126423110147418,0.9403754555450977,0.5500000000000002,True,correct,DBLP,42,True,correct
387,journals/sigmod/NormanZT96,True,1,rPFgPOAANuQJ,0.9861327375345698,0.0015974986355854718,0.9845352388989843,0.5500000000000002,True,correct,DBLP,42,True,correct
388,conf/sigmod/MistryRSR01,True,1,r62IMncHe0IJ,0.9900067751980447,0.0020094915799350466,0.9879972836181097,0.5500000000000002,True,correct,DBLP,42,True,correct
389,journals/sigmod/LabrinidisR00,True,2,Wcbvsi-QDtcJ,0.9654529424800088,0.5424716764489806,0.42298126603102815,0.5500000000000002,True,correct,DBLP,42,True,correct
390,journals/sigmod/ChienTZ01,True,1,cjBpI3TcSWsJ,0.982927379642716,0.0030946563891981957,0.9798327232535179,0.5500000000000002,True,correct,DBLP,42,True,correct
391,conf/sigmod/HaasH01,True,3,tHEP1S1typgJ,0.28804759964643706,0.1370459093565506,0.15100169028988647,0.5500000000000002,False,missing_match,DBLP,42,False,missing_match
392,conf/vldb/RothS97,True,12,1fQr1rJ4yCwJ,0.9712996051229126,0.9490095070131586,0.02229009810975402,0.5500000000000002,True,correct,DBLP,42,True,correct
393,conf/vldb/ZimbraoS98,True,3,1KckBFVfgyMJ,0.9742608760412328,0.7081458393721451,0.26611503666908765,0.5500000000000002,True,correct,DBLP,42,True,correct
394,conf/sigmod/TomasicGS94,True,3,kRHYZELNeoIJ,0.9871067392552322,0.9587077371478545,0.02839900210737767,0.5500000000000002,True,correct,DBLP,42,True,correct
395,conf/sigmod/DogacTPPLKTK02,True,3,wi8177RdPBYJ,0.9832027428090511,0.8220492104153245,0.16115353239372654,0.5500000000000002,True,correct,DBLP,42,True,correct
396,conf/sigmod/Amer-YahiaCLS01,True,4,DFubU20j1OIJ,0.957777296804924,0.934298306253854,0.023478990551069945,0.5500000000000002,True,correct,DBLP,42,True,correct
397,conf/sigmod/WhiteD94,True,2,jKBaGqWJK2oJ,0.9159913704504054,0.7100081617787988,0.20598320867160658,0.5500000000000002,True,correct,DBLP,42,True,correct
398,conf/vldb/HuebschHLLSS03,True,3,7y9SomIIAG0J,0.9760200919850223,0.8309204973176791,0.14509959466734312,0.5500000000000002,True,correct,DBLP,42,True,correct
399,journals/sigmod/ForteHWDCVHFS99,True,1,7ML1mmPqIooJ,0.9840415449393322,0.006672457350860177,0.977369087588472,0.5500000000000002,True,correct,DBLP,42,True,correct
400,conf/sigmod/PaparizosACJLNPSWWY03,True,1,HuPDChjYd44J,0.8880831994424566,0.7488892400939122,0.1391939593485444,0.5500000000000002,True,correct,DBLP,42,True,correct
401,conf/vldb/EicklerKK97,True,1,PCFJuVxYxtwJ,0.983736269162836,0.0034451350350289977,0.980291134127807,0.5500000000000002,True,correct,DBLP,42,True,correct
402,conf/vldb/ChoALS02,True,1,_-JZT1cOuZ8J,0.9848252507928618,0.0017741461040142257,0.9830511046888475,0.5500000000000002,True,correct,DBLP,42,True,correct
403,journals/sigmod/Suciu02,True,1,Ikk1rb4o66UJ,0.9899458953182636,0.020172564253479568,0.969773331064784,0.5500000000000002,True,correct,DBLP,42,True,correct
404,conf/sigmod/KrollW94,True,4,zd_8s13rNRoJ,0.9704502291632473,0.9301668933394853,0.04028333582376198,0.5500000000000002,True,correct,DBLP,42,True,correct
405,conf/vldb/KornMS02,True,1,mClzTQppJE4J,0.9896446737330215,0.038291725059434956,0.9513529486735866,0.5500000000000002,True,correct,DBLP,42,True,correct
406,conf/vldb/LlirbatST97,True,1,v1fsWCSPn2MJ,0.49467245052039294,0.0031609313584984927,0.49151151916189445,0.5500000000000002,False,missing_match,DBLP,42,True,correct
407,conf/sigmod/BunemanM95,True,1,V9DIFmU3vi8J,0.9856733481813441,0.004873656794895644,0.9807996913864485,0.5500000000000002,True,correct,DBLP,42,True,correct
408,conf/sigmod/Doherty98,True,1,7aUag74jtdIJ,0.9855964580135733,0.0057107432258050985,0.9798857147877682,0.5500000000000002,True,correct,DBLP,42,True,correct
409,conf/sigmod/Pruscino03,False,0,VFVrvfqrNEUJ,0.001910928691434584,0.0013803863906168422,0.0005305423008177418,0.5500000000000002,False,unmatched_abstention,DBLP,42,False,unmatched_abstention
410,journals/vldb/RamamohanaraoH94,True,2,UiWvxN_y9SAJ,0.9849044418794375,0.875449783153953,0.10945465872548443,0.5500000000000002,True,correct,DBLP,42,True,correct
411,conf/vldb/RysNS96,True,2,pwxPfVlOqQUJ,0.9721240280191413,0.9658731793836325,0.006250848635508843,0.5500000000000002,True,correct,DBLP,42,True,correct
412,journals/sigmod/CiliaB02,True,1,Y1HVgTopekIJ,0.9844507661896337,0.0023738309859549023,0.9820769352036788,0.5500000000000002,True,correct,DBLP,42,True,correct
413,journals/sigmod/Zhang95,True,1,f86VsMJZ9gAJ,0.9899458895389995,0.00032627694071041616,0.9896196125982891,0.5500000000000002,True,correct,DBLP,42,True,correct
414,conf/sigmod/ChaudhuriDN01,True,2,qfohkpyTawoJ,0.9900067694534221,0.9504474246909247,0.03955934476249745,0.5500000000000002,True,correct,DBLP,42,True,correct
415,conf/sigmod/ChaudhuriD97,True,5,D7w6TQwatE0J,0.4745617621497624,0.35062665448356906,0.12393510766619337,0.5500000000000002,False,missing_match,DBLP,42,True,correct
416,conf/sigmod/CareyMN97,True,4,dBgA1e-6LvkJ,0.5918607984816471,0.44331880507060145,0.14854199341104563,0.5500000000000002,True,correct,DBLP,42,True,correct
417,conf/sigmod/ZhangDWEMPMDR03,True,2,gWslyEjd3BYJ,0.9801175557403425,0.8558981415690301,0.12421941417131244,0.5500000000000002,True,correct,DBLP,42,True,correct
418,conf/vldb/LakshmananSS96,True,9,0VHtbuWJCQUJ,0.9769900099513019,0.9377438594856596,0.03924615046564228,0.5500000000000002,True,correct,DBLP,42,True,correct
419,conf/vldb/Campbell99,True,1,m1eeQnYWL0oJ,0.9837362792354765,0.0006428190918905125,0.9830934601435859,0.5500000000000002,True,correct,DBLP,42,True,correct
420,journals/vldb/FungKL03,True,1,rFEOA75JjSIJ,0.9726823624339938,0.24981887047678977,0.722863491957204,0.5500000000000002,True,correct,DBLP,42,True,correct
421,journals/sigmod/Hainaut03,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959087%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9831113516376212,0.011511141034696413,0.9716002106029248,0.5500000000000002,True,correct,DBLP,42,True,correct
422,journals/sigmod/VenkatraoP95,True,1,qk3LVAuS2SUJ,0.9818468461653472,0.0007708039711290959,0.9810760421942182,0.5500000000000002,True,correct,DBLP,42,True,correct
423,journals/sigmod/EisenbergM01,True,2,GKUflKzgAVEJ,0.9899458895389995,0.9509477193974779,0.038998170141521626,0.5500000000000002,True,correct,DBLP,42,True,correct
