record_index,ida,has_true_match,n_valid_matches,ft_lr_top1_idb,ft_lr_top1_score,ft_lr_top2_score,ft_lr_gap,ft_lr_threshold,ft_lr_declared,ft_lr_category,dataset,seed
316,journals/vldb/LiCHH01,True,1,Tw8-f4saqb0J,0.9805387242085931,0.3116009702883772,0.6689377539202159,0.5000000000000001,True,correct,DBLP,44
317,conf/vldb/MeccaCM01,True,4,Ph7ZpmdNOPEJ,0.9909516020545147,0.9590376467865916,0.031913955267923066,0.5000000000000001,True,correct,DBLP,44
318,conf/sigmod/HsuLG00,True,2,kxIpDxLD46gJ,0.9853953371678578,0.9156569373347815,0.06973839983307628,0.5000000000000001,True,correct,DBLP,44
319,journals/vldb/ChanFGR02,True,3,ORkxHLb7dvcJ,0.9786627348918404,0.7795591045447106,0.19910363034712986,0.5000000000000001,True,correct,DBLP,44
320,conf/sigmod/McAuliffeCS96,True,2,c__Nxyn_uvwJ,0.9592942372129776,0.4514949417535215,0.5077992954594561,0.5000000000000001,True,correct,DBLP,44
321,conf/sigmod/CeriFPP95,False,0,LnNHfHLFsEcJ,0.0027966863459818747,0.0027584158540660607,3.827049191581404e-05,0.5000000000000001,False,unmatched_abstention,DBLP,44
322,conf/vldb/Madnick95,True,2,CVQyvLe8w38J,0.9542502665467417,0.8240515666247176,0.13019869992202415,0.5000000000000001,True,correct,DBLP,44
323,conf/vldb/ZimbraoS98,True,3,1KckBFVfgyMJ,0.9822204538395636,0.7038983079931028,0.27832214584646076,0.5000000000000001,True,correct,DBLP,44
324,conf/vldb/CeriCW00,True,4,bDuu6x2n1tgJ,0.9657273406081021,0.9467633805224979,0.018963960085604192,0.5000000000000001,True,correct,DBLP,44
325,conf/sigmod/WilschutFA95,True,2,vgoFTdXYHZ0J,0.984884748094488,0.0638831985085208,0.9210015495859672,0.5000000000000001,True,correct,DBLP,44
326,conf/sigmod/AndersonBKW98,True,3,j6v2b9hN-R4J,0.9921418130276694,0.5513451883988819,0.44079662462878744,0.5000000000000001,True,correct,DBLP,44
327,conf/sigmod/Gerber95,True,2,Cha3zvFBfDsJ,0.9275978628244366,0.8310787624317078,0.09651910039272882,0.5000000000000001,True,correct,DBLP,44
328,journals/vldb/KabraD99,True,3,JF30ixlsraUJ,0.9683087572943314,0.9368593614813566,0.03144939581297479,0.5000000000000001,True,correct,DBLP,44
329,conf/sigmod/CruzJ99,True,1,vXMwU21-7HMJ,0.9813065784315119,0.19422487296087815,0.7870817054706338,0.5000000000000001,True,correct,DBLP,44
330,conf/sigmod/GeorgeH97,True,3,Ah9B3bWU0jEJ,0.992417566576625,0.939692526093083,0.052725040483542096,0.5000000000000001,True,correct,DBLP,44
331,conf/sigmod/YangYW00,True,1,JQuwW88-2_0J,0.956375137505915,0.0005181752419365478,0.9558569622639784,0.5000000000000001,True,correct,DBLP,44
332,conf/sigmod/ChenZCKR01,True,3,q49c-IEX7N8J,0.9872318704880952,0.9045305021140191,0.08270136837407616,0.5000000000000001,True,correct,DBLP,44
333,conf/vldb/YuPM03,True,2,ZEEZqsnVCyYJ,0.9830355856538857,0.03781829891270257,0.9452172867411831,0.5000000000000001,True,correct,DBLP,44
334,journals/sigmod/BhargavaAP95,True,2,Sql66UDiVnwJ,0.992336104548661,0.9467208787861341,0.045615225762526856,0.5000000000000001,True,correct,DBLP,44
335,journals/vldb/OoiTCH98,True,1,xv1webZ985MJ,0.9721720053984916,0.4253553190775801,0.5468166863209114,0.5000000000000001,True,correct,DBLP,44
336,journals/tods/RosenthalR94,True,1,zM422IjZcPgJ,0.9856901508907051,0.07199312841112063,0.9136970224795845,0.5000000000000001,True,correct,DBLP,44
337,journals/tods/WinslettSQ94,True,2,lvZTVlP7s7oJ,0.9856901430107543,0.9611076966288638,0.024582446381890555,0.5000000000000001,True,correct,DBLP,44
338,conf/vldb/LeeHJT03,True,1,BSE2se70OMYJ,0.9883076196443784,0.000972925935411413,0.987334693708967,0.5000000000000001,True,correct,DBLP,44
339,journals/tods/CasatiCPP99,True,6,6F_cUJERo6sJ,0.9856901665612656,0.9468359224583632,0.03885424410290239,0.5000000000000001,True,correct,DBLP,44
340,conf/vldb/KumaranH03,True,1,wW6dUVL80RYJ,0.9580376593271601,0.2720874806202986,0.6859501787068616,0.5000000000000001,True,correct,DBLP,44
341,conf/vldb/ChenJLP03,True,2,BGcx_nZKM4wJ,0.9798688737772483,0.874193428818172,0.10567544495907633,0.5000000000000001,True,correct,DBLP,44
342,journals/sigmod/MeltonE02,True,2,6uelfg3RgEoJ,0.9917124654357248,0.34826387322547586,0.6434485922102489,0.5000000000000001,True,correct,DBLP,44
343,conf/vldb/ChawatheCY94,True,1,VPwP1w9wvhEJ,0.9618399690697903,0.001189194912018908,0.9606507741577714,0.5000000000000001,True,correct,DBLP,44
344,conf/vldb/ChakravarthyKAK94,True,3,L9eva_gsxrIJ,0.9804475473332784,0.8641941144406174,0.11625343289266099,0.5000000000000001,True,correct,DBLP,44
345,conf/vldb/KoudasIM00,True,2,VSR4PwHmGWsJ,0.9825248982220274,0.4694705970197532,0.5130543012022741,0.5000000000000001,True,correct,DBLP,44
346,conf/vldb/RisheYACLMVSV00,True,2,0WYMHga_bt4J,0.9688323607618373,0.1149763103136301,0.8538560504482072,0.5000000000000001,True,correct,DBLP,44
347,journals/sigmod/BargaL02,True,2,QTzV3iNq2O8J,0.992336104548661,0.9822340577130879,0.01010204683557303,0.5000000000000001,True,correct,DBLP,44
348,conf/vldb/Wang95,True,2,7FUOWtSbiogJ,0.9816002322797873,0.6505102477856993,0.331089984494088,0.5000000000000001,True,correct,DBLP,44
349,conf/vldb/AnandBH94,True,1,-UpQkB1uPLMJ,0.9044548144145184,0.0014405508295583756,0.90301426358496,0.5000000000000001,True,correct,DBLP,44
350,conf/sigmod/MumickQM97,True,3,cvHvC7tUSrIJ,0.9599322786361398,0.9434733070304903,0.016458971605649575,0.5000000000000001,True,correct,DBLP,44
351,conf/sigmod/JajodiaSSB97,True,4,p-m7MMOS2aUJ,0.9605603749400331,0.9542710537115091,0.006289321228523992,0.5000000000000001,True,correct,DBLP,44
352,journals/vldb/PacittiS00,True,5,yXCROrOo320J,0.9848294474061877,0.9339469996184045,0.05088244778778317,0.5000000000000001,True,correct,DBLP,44
353,journals/sigmod/Halevy03,True,1,706PCMwA_E4J,0.992336078288398,0.0011085277581478017,0.9912275505302501,0.5000000000000001,True,correct,DBLP,44
354,conf/sigmod/KriegelBKPS03,True,2,tsqBH6P4jMcJ,0.9879244928240363,0.9510001072088277,0.03692438561520861,0.5000000000000001,True,correct,DBLP,44
355,journals/tods/ParsonsW00,True,1,Z5rWzHBxtEEJ,0.9856901430107543,0.00018200079768504313,0.9855081422130693,0.5000000000000001,True,correct,DBLP,44
356,conf/sigmod/Freeston95,True,2,Fr8CPbK-IFIJ,0.9924175707805102,0.48670671736661125,0.505710853413899,0.5000000000000001,True,correct,DBLP,44
357,journals/vldb/AbiteboulCM98,True,3,WzT3S2G1FjcJ,0.9848294474061877,0.9207664140337726,0.06406303337241515,0.5000000000000001,True,correct,DBLP,44
358,journals/sigmod/GroskySF02,True,1,HA3wM_i-y3YJ,0.976031178077988,0.6600842310802781,0.31594694699770987,0.5000000000000001,True,correct,DBLP,44
359,conf/sigmod/IpeirotisGS01,True,1,bo7ArXlXypQJ,0.9877715921123761,0.0034285811775678575,0.9843430109348082,0.5000000000000001,True,correct,DBLP,44
360,conf/vldb/ShatdalKN94,True,1,27-P8X0mjfcJ,0.9821885855029376,0.002169032911556686,0.980019552591381,0.5000000000000001,True,correct,DBLP,44
361,journals/sigmod/SlivinskasJS02,True,2,xTPSs2k_pUIJ,0.9890254563321657,0.9760268646230048,0.012998591709160845,0.5000000000000001,True,correct,DBLP,44
362,conf/vldb/HumborstadSHT97,True,1,TjJZGlCajbMJ,0.6515639723435754,0.00027032480474920294,0.6512936475388262,0.5000000000000001,True,correct,DBLP,44
363,conf/vldb/TamuraK99,True,3,rAHGAfoqookJ,0.9818379496758843,0.9616177581308664,0.020220191545017974,0.5000000000000001,True,correct,DBLP,44
364,conf/sigmod/KornM00,True,2,HlhXdvHzlvwJ,0.992417569925294,0.9541748062746823,0.03824276365061163,0.5000000000000001,True,correct,DBLP,44
365,conf/sigmod/LarsonG98,True,2,QmBz3hMOFh4J,0.9583625655587492,0.913285201526062,0.04507736403268725,0.5000000000000001,True,correct,DBLP,44
366,journals/sigmod/Fankhauser01,True,1,_sltXCfRKhYJ,0.9923360960994161,0.001734509776066481,0.9906015863233496,0.5000000000000001,True,correct,DBLP,44
367,conf/vldb/MorimotoFMTY98,True,2,31YuS02mFq8J,0.9823912252798114,0.019778672721206998,0.9626125525586043,0.5000000000000001,True,correct,DBLP,44
368,journals/sigmod/Ozsu01a,False,0,NHxHsUH9L5MJ,0.07358110987568645,0.05157114276986966,0.022009967105816784,0.5000000000000001,False,unmatched_abstention,DBLP,44
369,journals/vldb/PanagosB97,True,1,Ht4Yl1kJuxIJ,0.9848294449781814,0.04578864139877198,0.9390408035794093,0.5000000000000001,True,correct,DBLP,44
370,journals/sigmod/Gunther97,False,0,dNM-avLn230J,0.003407924763133489,0.0025927694159014613,0.0008151553472320276,0.5000000000000001,False,unmatched_abstention,DBLP,44
371,conf/vldb/BouguettayaEMO01,True,1,n-tA57d7ydcJ,0.9728774748544794,0.00742187325413711,0.9654556016003423,0.5000000000000001,True,correct,DBLP,44
372,conf/sigmod/DeligiannakisR03,True,1,zMgbS5u_GwYJ,0.9645325163012812,0.0006542372354421796,0.963878279065839,0.5000000000000001,True,correct,DBLP,44
373,conf/sigmod/NgLK98,True,1,kJVhJ4ruw6sJ,0.8260163265038302,0.0003507613122339199,0.8256655651915963,0.5000000000000001,True,correct,DBLP,44
374,conf/sigmod/ParkKKLPC98,True,2,aepGxosl6YoJ,0.9897673702741155,0.743528114847048,0.2462392554270676,0.5000000000000001,True,correct,DBLP,44
375,conf/sigmod/Cohen98a,True,1,qfD_kxYt-dsJ,0.9907397048879364,0.04765847925179104,0.9430812256361454,0.5000000000000001,True,correct,DBLP,44
376,conf/vldb/WuFSP00,True,2,XojbAfbtdvcJ,0.9901843506284763,0.5528242448934974,0.43736010573497897,0.5000000000000001,True,correct,DBLP,44
377,conf/vldb/ColletCS94,True,4,uMutI8spj1QJ,0.981270414781905,0.9141531778412042,0.06711723694070082,0.5000000000000001,True,correct,DBLP,44
378,conf/sigmod/AcharyaPR99,True,5,0dY1brFaEzgJ,0.9638240457954474,0.9492145014088186,0.01460954438662887,0.5000000000000001,True,correct,DBLP,44
379,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,True,6,Syu5W-3uFFAJ,0.9785570393148038,0.6030788278248164,0.3754782114899874,0.5000000000000001,True,correct,DBLP,44
380,conf/vldb/SindoniTABFGMPPT01,True,1,0zdXnl9cQysJ,0.9734225045844701,0.0014840746742419701,0.9719384299102282,0.5000000000000001,True,correct,DBLP,44
381,conf/vldb/BertinoBFS96,True,1,s0v9B-K8owEJ,0.9830355794718398,0.6167055044903225,0.3663300749815174,0.5000000000000001,True,correct,DBLP,44
382,conf/sigmod/KriegelMPS01,True,1,tsPOU-H3A94J,0.8691551840987785,0.006268311293302283,0.8628868728054762,0.5000000000000001,True,correct,DBLP,44
383,journals/tods/EiterGM97,True,1,WXWcO2ulDQUJ,0.9856901446138107,0.4678190583773188,0.5178710862364919,0.5000000000000001,True,correct,DBLP,44
384,conf/sigmod/AshleyFHLNP95,True,5,FnnILIjz08EJ,0.9736012676493357,0.7933467550322744,0.18025451261706138,0.5000000000000001,True,correct,DBLP,44
385,journals/sigmod/ShethM02,True,2,B_axrPz8j5EJ,0.9721813729273269,0.06857344439719801,0.9036079285301288,0.5000000000000001,True,correct,DBLP,44
386,conf/vldb/ChaudhuriG99,True,2,l-Sn0enuHxkJ,0.9919785341096309,0.9752424094762742,0.01673612463335672,0.5000000000000001,True,correct,DBLP,44
387,conf/sigmod/StonebrakerH01,True,3,opMsehfY-XoJ,0.9607633234208629,0.8827158293289912,0.07804749409187173,0.5000000000000001,True,correct,DBLP,44
388,conf/vldb/Brodie03,True,1,deEJ1JsF8RwJ,0.9725932507909296,0.0006445774668251398,0.9719486733241045,0.5000000000000001,True,correct,DBLP,44
389,conf/vldb/ManegoldBK00,True,3,JgdpgBpMDr4J,0.9641602208632148,0.09790812706742114,0.8662520937957937,0.5000000000000001,True,correct,DBLP,44
390,conf/vldb/Sondag01,False,0,mAMudiY-q5YJ,0.005215834986961985,0.0012040568087730344,0.00401177817818895,0.5000000000000001,False,unmatched_abstention,DBLP,44
391,conf/sigmod/DeshpandeRSN98,True,1,BXB96UFPHn8J,0.9661366135599128,0.008178852424505,0.9579577611354078,0.5000000000000001,True,correct,DBLP,44
392,conf/sigmod/HjaltasonS98,True,2,3mwWUz_ORNYJ,0.9881438632713774,0.6842483417804279,0.30389552149094945,0.5000000000000001,True,correct,DBLP,44
393,conf/sigmod/ZouS96,True,2,DYFIQvOg7rgJ,0.9862332580077808,0.970769189934193,0.0154640680735878,0.5000000000000001,True,correct,DBLP,44
394,journals/sigmod/Bertram94,True,1,qaSgL5tVq1AJ,0.992336078288398,0.004647817232236057,0.9876882610561619,0.5000000000000001,True,correct,DBLP,44
395,conf/vldb/OzsuVU98,True,2,WAivXgeI8vIJ,0.9766214428142748,0.4923982605723567,0.48422318224191807,0.5000000000000001,True,correct,DBLP,44
396,conf/sigmod/KimC03,True,1,BWV2Oys1VXsJ,0.9767469172133066,0.0029641954136097604,0.9737827217996968,0.5000000000000001,True,correct,DBLP,44
397,conf/vldb/HristidisGP03,True,1,B2rShDD99xwJ,0.9322654168669371,0.02772716643340374,0.9045382504335333,0.5000000000000001,True,correct,DBLP,44
398,conf/vldb/BamfordAP99,True,1,2y9m1qzVu4EJ,0.9919785429498914,0.005470859323914781,0.9865076836259766,0.5000000000000001,True,correct,DBLP,44
399,conf/vldb/GinisHKMT97,True,1,GBVvAWWCTcgJ,0.9792773008404372,0.013486997515232399,0.9657903033252048,0.5000000000000001,True,correct,DBLP,44
400,conf/sigmod/AggarwalWY99,True,2,s9hhR-EdDGgJ,0.9847358290791677,0.5678016031958926,0.4169342258832751,0.5000000000000001,True,correct,DBLP,44
401,journals/vldb/LiangOY00,True,1,ikw-En98LywJ,0.9784709992522248,0.012882840562511875,0.9655881586897129,0.5000000000000001,True,correct,DBLP,44
402,journals/tods/BohlenJS00,True,1,6eheB6Kct4MJ,0.9684017651336766,0.006798028555439826,0.9616037365782367,0.5000000000000001,True,correct,DBLP,44
403,conf/vldb/EicklerKK97,True,1,PCFJuVxYxtwJ,0.9830355868930961,0.003034809621236508,0.9800007772718596,0.5000000000000001,True,correct,DBLP,44
404,conf/sigmod/MoleskyR95,True,2,u03oQbB0y-oJ,0.987012617564742,0.10296371602920139,0.8840489015355406,0.5000000000000001,True,correct,DBLP,44
405,conf/vldb/BergerBSW03,True,3,kADCX48-o5IJ,0.983035571731833,0.9677533908895162,0.015282180842316806,0.5000000000000001,True,correct,DBLP,44
406,conf/vldb/VelegrakisMP03,True,3,gP3ld61I__kJ,0.9818329895299538,0.7310197464569225,0.2508132430730313,0.5000000000000001,True,correct,DBLP,44
407,conf/sigmod/LlirbatFS97,True,1,hJiwQ2CQRBkJ,0.9924175707805102,0.0004812873188879223,0.9919362834616222,0.5000000000000001,True,correct,DBLP,44
408,journals/tods/Subrahmanian94,True,8,SLTZN9O1_wUJ,0.9663299366066456,0.8343817640774331,0.13194817252921243,0.5000000000000001,True,correct,DBLP,44
409,journals/vldb/JiangE98,True,1,PjtgP4aQt00J,0.9779875694728145,0.002210158357409216,0.9757774111154053,0.5000000000000001,True,correct,DBLP,44
410,conf/sigmod/HsiaoCY94,True,2,LEi_Rzm1iH0J,0.9841852554863461,0.9641613272785604,0.020023928207785646,0.5000000000000001,True,correct,DBLP,44
411,conf/vldb/AmirKN01,True,1,dEwdHTZZYWYJ,0.981097965147189,0.000541327659154445,0.9805566374880346,0.5000000000000001,True,correct,DBLP,44
412,conf/sigmod/PonnekantiK00,True,1,IddFq2o4ZsoJ,0.9636477656352193,0.0014284361081123506,0.9622193295271069,0.5000000000000001,True,correct,DBLP,44
413,conf/vldb/SrinivasaK03,True,1,4iJ3Fd2xnUYJ,0.9687150409037741,0.008471746901094054,0.96024329400268,0.5000000000000001,True,correct,DBLP,44
414,conf/vldb/OoiGT98,True,1,LJdSx1Di81MJ,0.9871082102597775,0.01384548279671339,0.9732627274630641,0.5000000000000001,True,correct,DBLP,44
415,conf/sigmod/LiYVGPUV98,True,6,6jeHlSgjCskJ,0.9734741294493598,0.9387132759017578,0.034760853547602055,0.5000000000000001,True,correct,DBLP,44
416,conf/vldb/SimonD95,True,1,lLARMvKaIQMJ,0.9741609812954057,0.004515123003938771,0.969645858291467,0.5000000000000001,True,correct,DBLP,44
417,journals/sigmod/LightstoneLZ02,True,2,7TYVQTwq9FIJ,0.9923360918507083,0.9136466645555885,0.07868942729511974,0.5000000000000001,True,correct,DBLP,44
418,conf/sigmod/GangulyGMS96,True,2,05ZgvGyhSC0J,0.9920944857864056,0.6079319198235319,0.3841625659628737,0.5000000000000001,True,correct,DBLP,44
419,conf/vldb/SripadaW94,True,1,VqNz3sp638UJ,0.912166893163034,0.001150372916555383,0.9110165202464786,0.5000000000000001,True,correct,DBLP,44
420,conf/vldb/FaloutsosMS96,True,2,MxkjWOlLhlYJ,0.9772276876932773,0.9270337909248284,0.050193896768448876,0.5000000000000001,True,correct,DBLP,44
421,journals/sigmod/Widom95,False,0,xgdBJbatYcIJ,0.5852668384027262,0.49800993393328064,0.08725690446944556,0.5000000000000001,True,false_link,DBLP,44
422,conf/vldb/DaynesC02,True,1,Ug0Yk0QhILMJ,0.9919785356400752,0.0015380645039404413,0.9904404711361348,0.5000000000000001,True,correct,DBLP,44
423,conf/sigmod/Vaskevitch94,True,1,cr7xWKidCnYJ,0.9924175594394036,0.0005959923511392525,0.9918215670882643,0.5000000000000001,True,correct,DBLP,44
424,journals/tods/TariSS97,True,3,wGAAD7CTrnMJ,0.9856901446138107,0.9767559756909101,0.008934168922900554,0.5000000000000001,True,correct,DBLP,44
425,journals/sigmod/AbiteboulH95,True,1,kUA9e6YP8igJ,0.9755499782925974,0.047742771137728644,0.9278072071548688,0.5000000000000001,True,correct,DBLP,44
426,conf/vldb/ArunJ98,True,1,1dqeMksCm74J,0.9830356035252975,0.000766008729623065,0.9822695947956744,0.5000000000000001,True,correct,DBLP,44
427,conf/sigmod/Bayardo98,True,6,htTH8PrZ0dYJ,0.9726309588522931,0.6662164599800662,0.30641449887222694,0.5000000000000001,True,correct,DBLP,44
428,conf/sigmod/GodfreyGXZ01,True,1,LNnvt5TpBhkJ,0.9924175707805102,0.009037054233107846,0.9833805165474023,0.5000000000000001,True,correct,DBLP,44
429,journals/sigmod/Segev94b,False,0,C84rFQN_ug0J,0.09385585786378926,0.05502242866165207,0.03883342920213719,0.5000000000000001,False,unmatched_abstention,DBLP,44
430,journals/vldb/ChienTZ02,True,1,j4wcclZqY0oJ,0.9760574283703839,0.15145243549902646,0.8246049928713575,0.5000000000000001,True,correct,DBLP,44
431,conf/vldb/TsoisS03,True,1,_2oz5poi5asJ,0.9689182861183991,0.002595747737518024,0.9663225383808811,0.5000000000000001,True,correct,DBLP,44
432,conf/sigmod/Kohler99,False,0,jQ6eIao6R0EJ,0.0006384057620330118,0.00044623917646670596,0.0001921665855663058,0.5000000000000001,False,unmatched_abstention,DBLP,44
433,conf/vldb/PatonG01,True,1,mHCrMuxQnBsJ,0.4907419627797635,0.0006294536320506441,0.49011250914771287,0.5000000000000001,False,missing_match,DBLP,44
434,journals/sigmod/BernsteinDK99,True,3,Ye5fTBiMoUwJ,0.4918343470522591,0.2498086910232554,0.2420256560290037,0.5000000000000001,False,missing_match,DBLP,44
435,conf/vldb/Draluk01,True,2,xQzrilMR-QQJ,0.9824944829124358,0.9020568300433166,0.08043765286911919,0.5000000000000001,True,correct,DBLP,44
436,conf/sigmod/SagonasSW94a,True,6,nDGblldnEGAJ,0.9854744290733963,0.6883486670207131,0.29712576205268326,0.5000000000000001,True,correct,DBLP,44
437,conf/vldb/CohenMKS03,True,1,gRoNHWLN1WMJ,0.9830355789617304,0.02648047884811206,0.9565551001136183,0.5000000000000001,True,correct,DBLP,44
438,conf/vldb/AgrawalLSS95,True,8,Y799jSppkKEJ,0.9906513912930306,0.9710399984998644,0.01961139279316615,0.5000000000000001,True,correct,DBLP,44
439,conf/vldb/LuOT94,True,1,ZFXYXT4yEcAJ,0.9758748492374351,0.004633216950688373,0.9712416322867466,0.5000000000000001,True,correct,DBLP,44
440,journals/sigmod/ChienTZ01,True,1,cjBpI3TcSWsJ,0.987851048634121,0.004196504591641102,0.9836545440424799,0.5000000000000001,True,correct,DBLP,44
441,conf/vldb/MeekPK03,True,2,cR1ikuFsE1wJ,0.9819664924175013,0.9429863841134366,0.03898010830406473,0.5000000000000001,True,correct,DBLP,44
442,conf/vldb/ShaferA97,True,1,O4UcgdEM7vYJ,0.9750145949023739,0.7843501155875511,0.19066447931482278,0.5000000000000001,True,correct,DBLP,44
443,journals/vldb/KemperK95,True,1,5CZ1gTCb5Z4J,0.983131775681452,0.041208900444281375,0.9419228752371707,0.5000000000000001,True,correct,DBLP,44
444,conf/vldb/KoudasGGSV03,True,1,d8BBxc5Ato8J,0.9806748631657994,0.005040748749802527,0.9756341144159969,0.5000000000000001,True,correct,DBLP,44
445,journals/vldb/MirbelPSTV00,True,1,tUEcojf_6BUJ,0.9818426763752395,0.42117689628788313,0.5606657800873563,0.5000000000000001,True,correct,DBLP,44
446,conf/vldb/MiningGroup96,True,1,fGw7o-RlqlcJ,0.5235827990489448,0.0006087235133925099,0.5229740755355523,0.5000000000000001,True,correct,DBLP,44
447,journals/sigmod/CiliaB02,True,1,Y1HVgTopekIJ,0.9880103570409602,0.001685975975552952,0.9863243810654072,0.5000000000000001,True,correct,DBLP,44
448,journals/sigmod/GriffinK98,True,2,Qvl2bcDAyqEJ,0.992336078288398,0.6427517510455618,0.34958432724283617,0.5000000000000001,True,correct,DBLP,44
449,conf/vldb/AshwinRSSS97,True,3,5VcKjo7jBOMJ,0.9888824695451435,0.9637040140307457,0.02517845551439779,0.5000000000000001,True,correct,DBLP,44
450,journals/vldb/Cobb97,True,1,R6XK3NbfZrgJ,0.9193887557885116,0.003906856060647263,0.9154818997278644,0.5000000000000001,True,correct,DBLP,44
451,conf/sigmod/AdamY98,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D276350%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9127460974552498,0.30287335364830653,0.6098727438069433,0.5000000000000001,True,correct,DBLP,44
452,conf/vldb/IwerksSS03,True,1,4B_LhCns0WoJ,0.9791034043889433,0.023705091912601634,0.9553983124763417,0.5000000000000001,True,correct,DBLP,44
453,conf/vldb/LiCHPALHAY01,True,1,Nn0x6RmkrVwJ,0.9650202541393255,0.025752129944733457,0.939268124194592,0.5000000000000001,True,correct,DBLP,44
454,conf/sigmod/BersonGM95,True,3,YkPqPzGFnZIJ,0.9429750110723143,0.8610295053077766,0.08194550576453774,0.5000000000000001,True,correct,DBLP,44
455,conf/sigmod/GardarinMP95,True,4,l-9pykkOVrkJ,0.9513471247429929,0.9050475976698964,0.04629952707309648,0.5000000000000001,True,correct,DBLP,44
456,conf/vldb/HammadFAE03,True,1,vfCFumS9QtkJ,0.9488583571340274,0.0725762280548703,0.8762821290791571,0.5000000000000001,True,correct,DBLP,44
457,conf/vldb/MogiK95,True,1,39DBh8H18iEJ,0.9830355875492,0.034191854595047026,0.9488437329541529,0.5000000000000001,True,correct,DBLP,44
458,journals/vldb/PapazogluK97a,False,0,kFQl7LX8OQkJ,0.42814384185723886,0.2278906210406367,0.20025322081660216,0.5000000000000001,False,unmatched_abstention,DBLP,44
459,journals/sigmod/FrankGGJKLMNPSSSTW99,True,5,ixz5LdVw9_8J,0.8389613949228709,0.8021333103972234,0.036828084525647564,0.5000000000000001,True,correct,DBLP,44
460,conf/sigmod/WattezCBFF00,True,1,1SA9LhktHsUJ,0.9883335440025259,0.0010843152110873422,0.9872492287914386,0.5000000000000001,True,correct,DBLP,44
461,conf/sigmod/AltinelLKMPLWB02,True,2,HtYTQ-fN8ccJ,0.9773292332629284,0.8036795587925524,0.17364967447037605,0.5000000000000001,True,correct,DBLP,44
462,conf/vldb/VorugantiOU99,True,3,ItOlYY7ITt0J,0.9490925994033453,0.8392003881681311,0.1098922112352142,0.5000000000000001,True,correct,DBLP,44
463,journals/vldb/FuCCM00,True,1,7kC8fo78d6sJ,0.9797153059384925,0.0011971914463854737,0.978518114492107,0.5000000000000001,True,correct,DBLP,44
464,conf/sigmod/GillmannWW02,True,2,Pbjz4-UPrZ8J,0.9318489133635789,0.8471273613445651,0.08472155201901377,0.5000000000000001,True,correct,DBLP,44
465,conf/vldb/RamamurthyDS02,True,3,uem5wXLoU0wJ,0.9672223073787738,0.899026469675373,0.06819583770340076,0.5000000000000001,True,correct,DBLP,44
466,journals/tods/FernandezKSMT02,True,1,ckrgSn0vBOMJ,0.9806050461642252,0.005782976166394169,0.974822069997831,0.5000000000000001,True,correct,DBLP,44
467,conf/sigmod/Amer-YahiaCLS01,True,4,DFubU20j1OIJ,0.9601960328430732,0.9381015495865586,0.02209448325651464,0.5000000000000001,True,correct,DBLP,44
468,journals/sigmod/KuoM96,True,1,vmwgqLkw0NUJ,0.9810930431165812,0.003656976645564073,0.9774360664710171,0.5000000000000001,True,correct,DBLP,44
469,conf/sigmod/SeshadriLR94,True,3,60I0j0qUHVYJ,0.9862882014121561,0.8807548328363981,0.10553336857575801,0.5000000000000001,True,correct,DBLP,44
470,conf/sigmod/ArasuG03,True,3,zN8ngmWNDlgJ,0.9645325354127935,0.8538193124483354,0.11071322296445807,0.5000000000000001,True,correct,DBLP,44
471,conf/vldb/SakuraiYKU01,True,1,OQMYc3S0Ny8J,0.9830355808570453,0.0016155589730210583,0.9814200218840243,0.5000000000000001,True,correct,DBLP,44
472,journals/sigmod/CalvaneseGLV03,True,1,pGcIRyDyFG8J,0.9554672420181671,0.04057859161690365,0.9148886504012634,0.5000000000000001,True,correct,DBLP,44
473,journals/sigmod/UlusoyB96,True,1,LclVYrb7vJoJ,0.9923360800170712,0.0017607350466554291,0.9905753449704158,0.5000000000000001,True,correct,DBLP,44
474,journals/sigmod/CaleroPR03,True,1,zWoRcQffsq8J,0.9912653706900111,0.004874055104696533,0.9863913155853146,0.5000000000000001,True,correct,DBLP,44
475,journals/sigmod/PissinouSEMOPSTD94,True,3,fSKoYnVJbwwJ,0.525683591322699,0.24376562775576502,0.281917963566934,0.5000000000000001,True,correct,DBLP,44
476,journals/sigmod/Winslett94,True,2,hZOXZJ6x2xUJ,0.9638078558550582,0.8857107999144688,0.07809705594058947,0.5000000000000001,True,correct,DBLP,44
477,journals/tods/Keen97,True,1,v2xRz4ZhknAJ,0.9487396217766263,0.0007359273622527946,0.9480036944143735,0.5000000000000001,True,correct,DBLP,44
478,journals/sigmod/Barbara01,True,1,U8tEHzJ2Xj0J,0.01828646873512588,0.007179879978839429,0.01110658875628645,0.5000000000000001,False,missing_match,DBLP,44
479,conf/vldb/ChenCFGJMTW99,True,2,Hq3W65us8dkJ,0.9755215951622317,0.34037696731176276,0.6351446278504689,0.5000000000000001,True,correct,DBLP,44
480,conf/sigmod/WuAA01,True,2,QKlyEeIFW24J,0.9699814769818357,0.819502529882462,0.1504789470993737,0.5000000000000001,True,correct,DBLP,44
