record_index,ida,has_true_match,n_valid_matches,ft_lr_top1_idb,ft_lr_top1_score,ft_lr_top2_score,ft_lr_gap,ft_lr_threshold,ft_lr_declared,ft_lr_category,dataset,seed,ce_direct_declared,ce_direct_category,quartile
292,conf/vldb/Duranti01,True,1,gQW6iYG5Vh0J,0.9817132043308145,0.2301849913324357,0.7515282129983789,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
293,conf/vldb/BestavrosB95,True,2,lGyhpsPV6ogJ,0.9817132115125632,0.8231883222180929,0.15852488929447028,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
294,conf/sigmod/MankuRL99,True,4,X94gDE70Zn0J,0.9865985512376352,0.6759522084221726,0.31064634281546255,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
295,conf/vldb/PedersenJD00,True,1,bSRLP5_ErFMJ,0.9703998108282872,0.4283551754568432,0.542044635371444,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
296,conf/vldb/TsatalosSI94,True,2,zt5Ck1PrGf0J,0.9604863176720434,0.8584732629861264,0.10201305468591704,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
297,conf/vldb/RamamrithamABEGP00,True,1,jYGXFESkS-YJ,0.9691662449598949,0.001785346989516821,0.9673808979703781,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
298,conf/sigmod/PatelYKTNBHRLEKGDN97,True,2,0inuMFZSQ50J,0.9775251323968434,0.6271672146552729,0.35035791774157043,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
299,conf/vldb/Mihalisin98,True,1,FuzSLPzjrokJ,0.9907436287053274,0.0003292915966108868,0.9904143371087165,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
300,conf/sigmod/HinneburgKW02,True,3,VWd7jhLXfV0J,0.9900889712005461,0.6911871606719062,0.29890181052863984,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
301,conf/vldb/LaudBCSR02,False,0,ftxweqAizkQJ,0.0018462207922335925,0.0005459733054089737,0.0013002474868246188,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q1
302,conf/vldb/SeligmanBNSW95,True,2,url:http://portal.acm.org/citation.cfm%3Fid%3D645921.673303%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9612466550153548,0.8124473615845202,0.14879929343083453,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
303,conf/vldb/KoudasMJ99,True,2,dRemTC899xcJ,0.9771507664080177,0.9440851684955163,0.03306559791250141,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
304,conf/vldb/BrownS95,True,2,yP4hDOd65VUJ,0.9807812065707514,0.978175148406724,0.0026060581640273695,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
305,journals/sigmod/Winslett02,False,0,oJtB__MYF4EJ,0.004743211175515895,0.002383156197168151,0.002360054978347744,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q1
306,conf/vldb/AlexandrovABBBCDFHJKKKLLMMMPNPPRRSSW02,True,1,-FP8UTv_smkJ,0.7497551067902842,0.0008276604482255188,0.7489274463420588,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
307,journals/sigmod/AndlerHEMBE96,True,5,oNYOKYvjoKgJ,0.9879176439026636,0.9484015099652316,0.03951613393743192,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
308,conf/sigmod/BenediktCFFR03,True,1,T5ZdpquqfJ0J,0.9890952735861516,0.0006955317905140605,0.9883997417956375,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
309,conf/sigmod/GuptaS03,True,3,6ditJPVnXAQJ,0.9869765970265475,0.870316615719174,0.11665998130737354,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
310,journals/sigmod/OConnellW03,True,1,SeDkIL_DlRwJ,0.5588781719501681,0.003371155280447226,0.5555070166697209,0.6000000000000002,False,missing_match,DBLP,44,True,correct,Q3
311,journals/sigmod/BarbaraCJW01,True,2,asukNMVeZZYJ,0.9911194784924485,0.8755811669490544,0.11553831154339411,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
312,conf/vldb/Shenker03,True,1,5yETsE57mzgJ,0.9817132093357962,0.004017798149273065,0.9776954111865231,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
313,conf/sigmod/CohenM03,True,1,bQv5hYB-JIEJ,0.9606968349601731,0.00047258748705367946,0.9602242474731194,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
314,journals/sigmod/ChakravarthyAEFO03,True,2,url:http://portal.acm.org/citation.cfm%3Fid%3D641006,0.9857545237851915,0.9625176957678189,0.02323682801737259,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
315,journals/sigmod/Jhingran00,True,1,lrGge6mTVckJ,0.9911194891754043,0.00040710464813093074,0.9907123845272733,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
316,journals/vldb/LiCHH01,True,1,Tw8-f4saqb0J,0.9789596116002794,0.3132119183569522,0.6657476932433273,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
317,conf/vldb/MeccaCM01,True,4,Ph7ZpmdNOPEJ,0.9895947153032278,0.9546490276353482,0.034945687667879644,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
318,conf/sigmod/HsuLG00,True,2,kxIpDxLD46gJ,0.9833801847754197,0.9064681500033018,0.07691203477211783,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
319,journals/vldb/ChanFGR02,True,3,ORkxHLb7dvcJ,0.9769931443109248,0.7736216829348443,0.20337146137608042,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
320,conf/sigmod/McAuliffeCS96,True,2,c__Nxyn_uvwJ,0.9539769705666864,0.45203787250667715,0.5019390980600092,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
321,conf/sigmod/CeriFPP95,False,0,LnNHfHLFsEcJ,0.0033367109480689407,0.003291240237079698,4.5470710989242887e-05,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q1
322,conf/vldb/Madnick95,True,2,CVQyvLe8w38J,0.9520948564507044,0.8160603076385972,0.1360345488121072,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
323,conf/vldb/ZimbraoS98,True,3,1KckBFVfgyMJ,0.9799543908755625,0.6969729490815784,0.2829814417939841,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
324,conf/vldb/CeriCW00,True,4,bDuu6x2n1tgJ,0.9644583276244707,0.9411383827319513,0.02331994489251943,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
325,conf/sigmod/WilschutFA95,True,2,vgoFTdXYHZ0J,0.9833906411073935,0.06807210898503216,0.9153185321223614,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
326,conf/sigmod/AndersonBKW98,True,3,j6v2b9hN-R4J,0.9908948699016974,0.4526310137858554,0.5382638561158419,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
327,conf/sigmod/Gerber95,True,2,Cha3zvFBfDsJ,0.9217266528846698,0.820896936962686,0.10082971592198386,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
328,journals/vldb/KabraD99,True,3,JF30ixlsraUJ,0.9662238626739355,0.9318428578153327,0.03438100485860274,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
329,conf/sigmod/CruzJ99,True,1,vXMwU21-7HMJ,0.9788826321986142,0.20381525186858648,0.7750673803300276,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
330,conf/sigmod/GeorgeH97,True,3,Ah9B3bWU0jEJ,0.9912053639796832,0.9334335921853151,0.0577717717943681,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
331,conf/sigmod/YangYW00,True,1,JQuwW88-2_0J,0.9518627997796634,0.0006583063560370296,0.9512044934236263,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
332,conf/sigmod/ChenZCKR01,True,3,q49c-IEX7N8J,0.9854126044473178,0.8951157810267494,0.09029682342056844,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
333,conf/vldb/YuPM03,True,2,ZEEZqsnVCyYJ,0.9817132093357962,0.0016437407909688213,0.9800694685448273,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
334,journals/sigmod/BhargavaAP95,True,2,Sql66UDiVnwJ,0.9911195067746393,0.9397415215321715,0.05137798524246784,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
335,journals/vldb/OoiTCH98,True,1,xv1webZ985MJ,0.9702271953006627,0.42883946344746127,0.5413877318532014,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
336,journals/tods/RosenthalR94,True,1,zM422IjZcPgJ,0.9843340053711483,0.08187552429275748,0.9024584810783909,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
337,journals/tods/WinslettSQ94,True,2,lvZTVlP7s7oJ,0.9843339969932747,0.9586545807036986,0.02567941628957615,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
338,conf/vldb/LeeHJT03,True,1,BSE2se70OMYJ,0.9866537784837716,0.0008409739509176279,0.9858128045328539,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
339,journals/tods/CasatiCPP99,True,6,6F_cUJERo6sJ,0.9843340217686141,0.9401065341407384,0.04422748762787565,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
340,conf/vldb/KumaranH03,True,1,wW6dUVL80RYJ,0.9533884736171884,0.27949784746900436,0.6738906261481841,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
341,conf/vldb/ChenJLP03,True,2,BGcx_nZKM4wJ,0.9784248642999478,0.8666014122283634,0.1118234520715844,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
342,journals/sigmod/MeltonE02,True,2,6uelfg3RgEoJ,0.9904184360737219,0.3497639061882496,0.6406545298854723,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
343,conf/vldb/ChawatheCY94,True,1,VPwP1w9wvhEJ,0.9598268144053022,0.0015344070707550182,0.9582924073345471,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
344,conf/vldb/ChakravarthyKAK94,True,3,L9eva_gsxrIJ,0.9790096692395335,0.8590791357638005,0.11993053347573301,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
345,conf/vldb/KoudasIM00,True,2,VSR4PwHmGWsJ,0.9812134668026924,0.4744433991055477,0.5067700676971447,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
346,conf/vldb/RisheYACLMVSV00,True,2,0WYMHga_bt4J,0.9669919113834742,0.12429816909338266,0.8426937422900915,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
347,journals/sigmod/BargaL02,True,2,QTzV3iNq2O8J,0.9911195067746393,0.9785853818793455,0.012534124895293819,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
348,conf/vldb/Wang95,True,2,7FUOWtSbiogJ,0.980311952679746,0.648306057720097,0.33200589495964905,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
349,conf/vldb/AnandBH94,True,1,-UpQkB1uPLMJ,0.9026451244125261,0.0004295531425513162,0.9022155712699748,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
350,conf/sigmod/MumickQM97,True,3,cvHvC7tUSrIJ,0.9583011754463245,0.9408355422302679,0.017465633216056653,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
351,conf/sigmod/JajodiaSSB97,True,4,p-m7MMOS2aUJ,0.9554673014413487,0.9482662131173324,0.007201088324016336,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
352,journals/vldb/PacittiS00,True,5,yXCROrOo320J,0.9834797691734469,0.9267219583701489,0.056757810803298,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
353,journals/sigmod/Halevy03,True,1,706PCMwA_E4J,0.9911194774252273,0.0008348311264646588,0.9902846462987627,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
354,conf/sigmod/KriegelBKPS03,True,2,tsqBH6P4jMcJ,0.9861813800612684,0.9484159280097615,0.03776545205150694,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
355,journals/tods/ParsonsW00,True,1,Z5rWzHBxtEEJ,0.9843339969932747,0.0002193000313618313,0.9841146969619129,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
356,conf/sigmod/Freeston95,True,2,Fr8CPbK-IFIJ,0.9912053687157151,0.48937474047266627,0.5018306282430488,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
357,journals/vldb/AbiteboulCM98,True,3,WzT3S2G1FjcJ,0.9834797691734469,0.9125028191891424,0.07097694998430448,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
358,journals/sigmod/GroskySF02,True,1,HA3wM_i-y3YJ,0.9731428914979029,0.6725775480486377,0.3005653434492652,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
359,conf/sigmod/IpeirotisGS01,True,1,bo7ArXlXypQJ,0.9860115546600334,0.004474930683097607,0.9815366239769359,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
360,conf/vldb/ShatdalKN94,True,1,27-P8X0mjfcJ,0.9808271426682591,0.0027215726250584098,0.9781055700432006,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
361,journals/sigmod/SlivinskasJS02,True,2,xTPSs2k_pUIJ,0.9875161086751504,0.9731382047008239,0.014377903974326478,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
362,conf/vldb/HumborstadSHT97,True,1,TjJZGlCajbMJ,0.6421009135463418,0.0002621573571753232,0.6418387561891665,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
363,conf/vldb/TamuraK99,True,3,rAHGAfoqookJ,0.9805433179510346,0.9572438953690924,0.023299422581942175,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
364,conf/sigmod/KornM00,True,2,HlhXdvHzlvwJ,0.9912053676587244,0.9483422571773232,0.04286311048140112,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
365,conf/sigmod/LarsonG98,True,2,QmBz3hMOFh4J,0.9541090720553475,0.9072711414687805,0.046837930586566934,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
366,journals/sigmod/Fankhauser01,True,1,_sltXCfRKhYJ,0.9911194974154156,0.002107934216442978,0.9890115631989727,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
367,conf/vldb/MorimotoFMTY98,True,2,31YuS02mFq8J,0.9810390126397613,0.0030148622791462383,0.9780241503606151,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
368,journals/sigmod/Ozsu01a,False,0,NHxHsUH9L5MJ,0.0796787442486642,0.05618878306026503,0.023489961188399168,0.6000000000000002,False,unmatched_abstention,DBLP,44,True,false_link,Q1
369,journals/vldb/PanagosB97,True,1,Ht4Yl1kJuxIJ,0.9834797669186915,0.049065686861771506,0.9344140800569201,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
370,journals/sigmod/Gunther97,False,0,dNM-avLn230J,0.003934950685127411,0.0032738094956454846,0.0006611411894819263,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q1
371,conf/vldb/BouguettayaEMO01,True,1,n-tA57d7ydcJ,0.9712143264165857,0.008693674024519892,0.9625206523920657,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
372,conf/sigmod/DeligiannakisR03,True,1,zMgbS5u_GwYJ,0.9606968336079719,0.0008839907190894442,0.9598128428888825,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
373,conf/sigmod/NgLK98,True,1,kJVhJ4ruw6sJ,0.8192717670368721,0.00030042219636765554,0.8189713448405045,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
374,conf/sigmod/ParkKKLPC98,True,2,aepGxosl6YoJ,0.9882336779636423,0.7428455774097542,0.24538810055388804,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
375,conf/sigmod/Cohen98a,True,1,qfD_kxYt-dsJ,0.9893209155881724,0.0547069507745426,0.9346139648136298,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
376,conf/vldb/WuFSP00,True,2,XojbAfbtdvcJ,0.9887389127878068,0.5450812377858799,0.4436576750019269,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
377,conf/vldb/ColletCS94,True,4,uMutI8spj1QJ,0.9799913966284964,0.9076998057769174,0.07229159085157899,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
378,conf/sigmod/AcharyaPR99,True,5,0dY1brFaEzgJ,0.9598621018969792,0.9435314183179301,0.0163306835790491,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
379,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,True,6,Syu5W-3uFFAJ,0.9758919929563479,0.5858115803045075,0.39008041265184035,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
380,conf/vldb/SindoniTABFGMPPT01,True,1,0zdXnl9cQysJ,0.9717760729654955,0.0019822782924414435,0.969793794673054,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
381,conf/vldb/BertinoBFS96,True,1,s0v9B-K8owEJ,0.9817132032930359,0.6207312856651113,0.36098191762792464,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
382,conf/sigmod/KriegelMPS01,True,1,tsPOU-H3A94J,0.8606485482867056,0.007409470154125509,0.85323907813258,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
383,journals/tods/EiterGM97,True,1,WXWcO2ulDQUJ,0.984333998863055,0.4771516049823452,0.5071823938807097,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
384,conf/sigmod/AshleyFHLNP95,True,5,FnnILIjz08EJ,0.9714619083648538,0.7831851267733143,0.1882767815915395,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
385,journals/sigmod/ShethM02,True,2,B_axrPz8j5EJ,0.9708711245434649,0.07605045191460279,0.8948206726288621,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
386,conf/vldb/ChaudhuriG99,True,2,l-Sn0enuHxkJ,0.9907436083320813,0.9714554494784676,0.01928815885361368,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
387,conf/sigmod/StonebrakerH01,True,3,opMsehfY-XoJ,0.9564535610481185,0.873986672128764,0.0824668889193545,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
388,conf/vldb/Brodie03,True,1,deEJ1JsF8RwJ,0.9708653280490569,0.00036519118315008544,0.9705001368659069,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
389,conf/vldb/ManegoldBK00,True,3,JgdpgBpMDr4J,0.9599285177473752,0.10767403418463047,0.8522544835627447,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
390,conf/vldb/Sondag01,False,0,mAMudiY-q5YJ,0.00627000383896083,0.0015773520800880063,0.004692651758872824,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q1
391,conf/sigmod/DeshpandeRSN98,True,1,BXB96UFPHn8J,0.962433321182586,0.009656786865150728,0.9527765343174353,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
392,conf/sigmod/HjaltasonS98,True,2,3mwWUz_ORNYJ,0.9864251483355433,0.6685548396360991,0.3178703086994442,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
393,conf/sigmod/ZouS96,True,2,DYFIQvOg7rgJ,0.9848334262120871,0.966280231848055,0.018553194364032133,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
394,journals/sigmod/Bertram94,True,1,qaSgL5tVq1AJ,0.9911194774252273,0.005578256823217478,0.9855412206020099,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
395,conf/vldb/OzsuVU98,True,2,WAivXgeI8vIJ,0.9738573629706468,0.4862256973234227,0.48763166564722416,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
396,conf/sigmod/KimC03,True,1,BWV2Oys1VXsJ,0.9739038574215843,0.003635001137264838,0.9702688562843194,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
397,conf/vldb/HristidisGP03,True,1,B2rShDD99xwJ,0.9299002937822853,0.03165530683718861,0.8982449869450967,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
398,conf/vldb/BamfordAP99,True,1,2y9m1qzVu4EJ,0.9907436180837574,0.004880218067933829,0.9858634000158236,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
399,conf/vldb/GinisHKMT97,True,1,GBVvAWWCTcgJ,0.9777907834586571,0.01552780148916717,0.9622629819694899,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
400,conf/sigmod/AggarwalWY99,True,2,s9hhR-EdDGgJ,0.9826523204766476,0.5595645968630286,0.423087723613619,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
401,journals/vldb/LiangOY00,True,1,ikw-En98LywJ,0.9767924630396065,0.015419947248633511,0.961372515790973,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
402,journals/tods/BohlenJS00,True,1,6eheB6Kct4MJ,0.9661997782562606,0.008307993171182028,0.9578917850850786,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
403,conf/vldb/EicklerKK97,True,1,PCFJuVxYxtwJ,0.9817132108696542,0.003701887087767568,0.9780113237818867,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
404,conf/sigmod/MoleskyR95,True,2,u03oQbB0y-oJ,0.9851695153896574,0.11612028476511271,0.8690492306245446,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
405,conf/vldb/BergerBSW03,True,3,kADCX48-o5IJ,0.9817131949142589,0.9639155369001262,0.01779765801413269,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
406,conf/vldb/VelegrakisMP03,True,3,gP3ld61I__kJ,0.9804555217096956,0.724461228460024,0.2559942932496716,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
407,conf/sigmod/LlirbatFS97,True,1,hJiwQ2CQRBkJ,0.9912053687157151,0.000612796538545867,0.9905925721771692,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
408,journals/tods/Subrahmanian94,True,8,SLTZN9O1_wUJ,0.9640515809923293,0.8334313159055561,0.13062026508677327,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
409,journals/vldb/JiangE98,True,1,PjtgP4aQt00J,0.9762867177836693,0.0014855264112383873,0.9748011913724309,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
410,conf/sigmod/HsiaoCY94,True,2,LEi_Rzm1iH0J,0.9820454342319948,0.9591736798061992,0.022871754425795587,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
411,conf/vldb/AmirKN01,True,1,dEwdHTZZYWYJ,0.9796880542360469,0.0007098744308011852,0.9789781798052457,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
412,conf/sigmod/PonnekantiK00,True,1,IddFq2o4ZsoJ,0.9596542661096037,0.0017437490396765942,0.9579105170699271,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
413,conf/vldb/SrinivasaK03,True,1,4iJ3Fd2xnUYJ,0.9649232617310342,0.010227039007152857,0.9546962227238813,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
414,conf/vldb/OoiGT98,True,1,LJdSx1Di81MJ,0.9853266182084336,0.016088018644768224,0.9692385995636653,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
415,conf/sigmod/LiYVGPUV98,True,6,6jeHlSgjCskJ,0.9716039808386006,0.9308815454602544,0.04072243537834619,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
416,conf/vldb/SimonD95,True,1,lLARMvKaIQMJ,0.9724845981385382,0.005535195481053374,0.9669494026574847,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
417,journals/sigmod/LightstoneLZ02,True,2,7TYVQTwq9FIJ,0.991119492633555,0.9071508132581049,0.08396867937545016,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
418,conf/sigmod/GangulyGMS96,True,2,05ZgvGyhSC0J,0.9908416131124163,0.5969426982390286,0.3938989148733877,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
419,conf/vldb/SripadaW94,True,1,VqNz3sp638UJ,0.9098061463576465,0.0012241533494243243,0.9085819930082222,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
420,conf/vldb/FaloutsosMS96,True,2,MxkjWOlLhlYJ,0.9757337003581492,0.9213309975298807,0.054402702828268534,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
421,journals/sigmod/Widom95,False,0,xgdBJbatYcIJ,0.5843756992940768,0.5041645578993068,0.08021114139477004,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q2
422,conf/vldb/DaynesC02,True,1,Ug0Yk0QhILMJ,0.990743610100892,0.0019271657888816306,0.9888164443120103,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
423,conf/sigmod/Vaskevitch94,True,1,cr7xWKidCnYJ,0.9912053559199036,0.0005973779118142639,0.9906079780080893,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
424,journals/tods/TariSS97,True,3,wGAAD7CTrnMJ,0.984333998863055,0.9728822823479931,0.011451716515061827,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
425,journals/sigmod/AbiteboulH95,True,1,kUA9e6YP8igJ,0.9731189842413847,0.05238231735982419,0.9207366668815604,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
426,conf/vldb/ArunJ98,True,1,1dqeMksCm74J,0.9817132277825567,0.0004826740202611355,0.9812305537622955,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
427,conf/sigmod/Bayardo98,True,6,htTH8PrZ0dYJ,0.9675560263956342,0.6498635959285343,0.31769243046709994,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
428,conf/sigmod/GodfreyGXZ01,True,1,LNnvt5TpBhkJ,0.9912053687157151,0.010491297262810197,0.9807140714529049,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
429,journals/sigmod/Segev94b,False,0,C84rFQN_ug0J,0.09580758505366876,0.06225210272430224,0.033555482329366525,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q1
430,journals/vldb/ChienTZ02,True,1,j4wcclZqY0oJ,0.9742707614540551,0.16797992002466874,0.8062908414293863,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
431,conf/vldb/TsoisS03,True,1,_2oz5poi5asJ,0.9672814852123609,0.003068825630949934,0.964212659581411,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
432,conf/sigmod/Kohler99,False,0,ZSR-MThg9UEJ,0.00029979605526776174,0.00024122627119295748,5.856978407480426e-05,0.6000000000000002,False,unmatched_abstention,DBLP,44,False,unmatched_abstention,Q1
433,conf/vldb/PatonG01,True,1,mHCrMuxQnBsJ,0.503348110978924,0.0008518024701910641,0.502496308508733,0.6000000000000002,False,missing_match,DBLP,44,True,correct,Q3
434,journals/sigmod/BernsteinDK99,True,3,Ye5fTBiMoUwJ,0.5035077054877092,0.2541390257394222,0.24936867974828697,0.6000000000000002,False,missing_match,DBLP,44,True,correct,Q2
435,conf/vldb/Draluk01,True,2,xQzrilMR-QQJ,0.9811837474296816,0.9010713545235443,0.08011239290613736,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
436,conf/sigmod/SagonasSW94a,True,6,nDGblldnEGAJ,0.9839863534216804,0.6830797370008541,0.3009066164208263,0.6000000000000002,True,correct,DBLP,44,True,correct,Q2
437,conf/vldb/CohenMKS03,True,1,gRoNHWLN1WMJ,0.9817132021540467,0.03153214632947145,0.9501810558245752,0.6000000000000002,True,correct,DBLP,44,True,correct,Q3
438,conf/vldb/AgrawalLSS95,True,8,Y799jSppkKEJ,0.9892596068332746,0.9693115573140885,0.019948049519186162,0.6000000000000002,True,correct,DBLP,44,True,correct,Q1
439,conf/vldb/LuOT94,True,1,ZFXYXT4yEcAJ,0.9742582076058182,0.005515934193155776,0.9687422734126624,0.6000000000000002,True,correct,DBLP,44,True,correct,Q4
